week,games,mean_ae,mean_vegas_ae,mean_se,mean_vegas_se,RMSE,vegas_RMSE,straight_up_win_pct,vegas_straight_up_win_pct,ATS_win_pct,AE_ATS_win_pct
1,48,14.527219890169423,12.256944444444445,360.26062902156264,229.34837962962965,18.980532896142897,15.14425236284808,0.7291666666666666,0.8541666666666666,0.5208333333333334,0.375
2,50,15.15094094614384,11.095,391.9055022334779,208.10152777777773,19.79660330040176,14.425724514830364,0.74,0.76,0.52,0.32
3,47,15.814853011519869,13.131205673758863,377.84870644167864,278.0738770685579,19.4383308553404,16.67554727943158,0.723404255319149,0.7021276595744681,0.5531914893617021,0.4893617021276595
4,50,14.251633103369937,12.08,299.76829820819245,264.7388888888889,17.313818129118502,16.27079865553283,0.66,0.72,0.52,0.42
5,51,11.086499238356934,9.045751633986928,224.61158852051287,148.0806100217865,14.987047358319543,12.168837661082774,0.7058823529411765,0.803921568627451,0.5098039215686274,0.3333333333333333
6,50,12.714391329345244,10.486666666666666,248.32211603863513,182.5388888888889,15.75823962372178,13.510695351790332,0.74,0.76,0.54,0.48
7,56,14.159053272140437,13.68154761904762,327.2696815489747,318.1225198412698,18.090596495112447,17.835989455067242,0.7142857142857143,0.7142857142857143,0.5535714285714286,0.4642857142857143
8,59,12.294907129818442,12.129943502824858,242.35105147090712,222.50188323917135,15.567628318755144,14.91649701636317,0.7457627118644068,0.711864406779661,0.6101694915254238,0.5254237288135594
9,53,12.030735172216598,11.21069182389937,218.7154916685052,185.18815513626836,14.78903281720969,13.60838547132864,0.6981132075471698,0.7358490566037735,0.49056603773584906,0.4339622641509434
10,52,12.005519606342364,12.887820512820513,241.08950525528223,260.5090811965812,15.527057198815308,16.14029371469371,0.6730769230769231,0.6730769230769231,0.6346153846153846,0.5961538461538461
11,51,12.939997901996264,10.990196078431373,285.3324657011413,209.0255991285403,16.891786930373627,14.457717632065592,0.6078431372549019,0.6666666666666666,0.4705882352941176,0.35294117647058826
12,58,12.814926568958102,12.097701149425289,262.3613876718705,238.5823754789272,16.197573511852646,15.44611198583408,0.7758620689655172,0.8103448275862069,0.603448275862069,0.5344827586206896
13,60,13.782241330605038,12.269444444444444,305.90216565673086,219.17731481481485,17.490059052408338,14.80463828719955,0.7166666666666667,0.7666666666666667,0.48333333333333334,0.45
14,67,12.538345334448437,12.55721393034826,233.1283195340654,230.86733001658376,15.26854019001376,15.194319004699874,0.7014925373134329,0.7313432835820896,0.5970149253731343,0.5373134328358209
15,8,10.67106462677185,10.4375,165.15268145834378,135.4140625,12.85117432215219,11.636754809653764,0.5,0.75,0.25,0.25
16,1,10.591478457902086,4.5,112.17941592420397,20.25,10.591478457902086,4.5,1,1,0,0
17,12,12.6783910737243,11.930555555555555,272.11924175194946,207.70138888888891,16.496037152963417,14.411848905983192,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.4166666666666667
18,30,13.424097062373235,10.883333333333333,302.8003329088787,177.9898148148148,17.401158953037545,13.34128235271313,0.4666666666666667,0.6,0.43333333333333335,0.36666666666666664
19,2,13.27443359764104,16,267.12248696864185,481,16.34388224898362,21.93171219946131,1,1,0.5,0.5
