season,games,mean_ae,mean_vegas_ae,mean_se,mean_vegas_se,RMSE,vegas_RMSE,straight_up_win_pct,vegas_straight_up_win_pct,ATS_win_pct,AE_ATS_win_pct
2025,806,13.215127380594101,11.819789081885856,283.44660084331946,225.45840226082163,16.835872440812786,15.015272300588546,0.6985111662531017,0.7369727047146402,0.5372208436724566,0.4478908188585608
