id,home,away,predicted
401757282,Liberty,New Mexico State,-7.606297131661886
401761628,South Alabama,Arkansas State,-5.710621587213997
401757281,Western Kentucky,Florida International,-9.067398915188166
401757284,Sam Houston,UTEP,3.084377687016973
401757283,Jacksonville State,Delaware,-3.1946718162014784
401762486,East Carolina,Tulsa,-16.198148171369162
401754564,Miami,Louisville,-7.329857748809349
401752872,Minnesota,Nebraska,4.836930821520495
401760396,Utah State,San José State,-5.393181931143579
401754371,California,North Carolina,-6.346503389542144
401767597,Dayton,Butler,-4.899999999999999
401767704,Harvard,Merrimack,-20.9
401767773,Yale,Stonehill,-11.8
401752873,Michigan,Washington,1.6945045509187793
401762841,Miami (OH),Eastern Michigan,-4.98961261694245
401756925,Houston,Arizona,-0.6994816228740857
401754569,Boston College,UConn,5.029591061031617
401754566,Duke,Georgia Tech,3.324612199260346
401752745,Vanderbilt,LSU,-4.874837368378975
401762488,Tulane,Army,-2.974812375914957
401756927,TCU,Baylor,-3.2820288865072467
401762839,Bowling Green,Central Michigan,-4.069939673641262
401767759,Long Island University,Robert Morris,-11.5
401767553,Brown,Princeton,-13.200000000000003
401767568,Wofford,Furman,-1.3000000000000007
401752744,South Carolina,Oklahoma,7.706865544262078
401767700,Fordham,Dartmouth,15.7
401767184,Villanova,Hampton,-27.300000000000004
401767449,Indiana State,North Dakota State,24.2
401767606,Drake,Davidson,-28.199999999999996
401767641,Presbyterian,Stetson,-33.2
401767692,Cornell,Bucknell,-0.6000000000000014
401767722,Georgetown,Colgate,7.400000000000002
401756928,UCF,West Virginia,-6.017561901807209
401767261,Monmouth,Stony Brook,-7.5
401767683,Columbia,Pennsylvania,13.8
401767581,VMI,Samford,2.8999999999999986
401767532,Chattanooga,East Tennessee State,8.7
401767203,Gardner-Webb,UT Martin,-16.000000000000004
401767728,Richmond,Holy Cross,-3.8000000000000007
401767630,Morehead State,Marist,8.700000000000003
401767538,Northern Iowa,South Dakota,4.199999999999999
401762842,Toledo,Kent State,-24.15989358727213
401767649,St. Thomas (MN),Valparaiso,-26.8
401767584,The Citadel,Western Carolina,0.6999999999999993
401767212,Lindenwood,Tennessee Tech,12.1
401762840,Massachusetts,Buffalo,8.560038457215725
401761633,UL Monroe,Troy,3.415450433728435
401767100,Montana,Sacred Heart,-27.1
401767197,Southeast Missouri State,Eastern Illinois,1.7000000000000028
401767383,Arkansas-Pine Bluff,Grambling,7.899999999999999
401767429,Mississippi Valley State,Lincoln (CA),-10.88815663191361
401767440,Illinois State,Youngstown State,5
401767459,Texas Southern,Virginia University Of Lynchburg,-28.89812803095605
401767505,Southern Illinois,North Dakota,4.300000000000001
401767434,Southern,Prairie View A&M,12.199999999999996
401752874,Northwestern,Purdue,-1.3287457430435605
401762838,Ball State,Akron,-3.0947955301337524
401761629,App State,Coastal Carolina,-6.786635694240166
401752878,Indiana,Michigan State,-22.406147361899425
401752739,Arkansas,Texas A&M,0.04671414417623687
401760393,Boise State,UNLV,-3.857086139670697
401752742,Georgia,Ole Miss,-0.6047837826938505
401754565,Clemson,SMU,-4.878618504454276
401752877,Wisconsin,Ohio State,19.187761432881793
401762843,Ohio,Northern Illinois,-4.982463702511575
401760392,Air Force,Wyoming,0.037880586586880316
401767144,Campbell,New Hampshire,4.100000000000001
401761632,Marshall,Texas State,2.5248873851163847
401767155,William & Mary,Elon,0.8000000000000007
401767321,UAlbany,Rhode Island,15.800000000000004
401762489,Charlotte,Temple,1.81545355635086
401762491,North Texas,UTSA,-7.927147163301186
401761631,James Madison,Old Dominion,-4.308890366823697
401767166,Western Illinois,Charleston Southern,5.199999999999996
401767373,Florida A&M,Alcorn State,0.8999999999999986
401767485,Lamar,UT Rio Grande Valley,-3.6000000000000014
401762487,UAB,Memphis,12.89887751695979
401756923,Arizona State,Texas Tech,11.369572769906483
401752741,Florida,Mississippi State,-2.9484494033437203
401767745,Wagner,Central Connecticut,8.5
401767521,SE Louisiana,Northwestern State,-29.300000000000004
401767128,Portland State,Weber State,-1.5999999999999943
401761668,Louisiana,Southern Miss,-1.5898427699972748
401767227,Tennessee State,Howard,3
401767462,Incarnate Word,East Texas A&M,-11.599999999999998
401767753,Mercyhurst,Duquesne,-7.600000000000001
401752876,Rutgers,Oregon,10.127451764216993
401752951,Virginia,Washington State,-9.959798656722011
401767517,Stephen F. Austin,Nicholls,-16.4
401767471,McNeese,Houston Christian,0.5
401767301,Tarleton State,West Georgia,-10.9
401767280,North Alabama,Eastern Kentucky,21.700000000000003
401767092,Eastern Washington,Idaho,9.2
401760394,Colorado State,Hawai'i,2.7967862010300375
401752879,UCLA,Maryland,-0.3549787316688007
401767497,Murray State,South Dakota State,37
401752743,Kentucky,Texas,8.386487238815436
401752875,Iowa,Penn State,-0.8009844328685318
401761630,Georgia Southern,Georgia State,-6.21878331541112
401752871,Notre Dame,USC,1.1984129677104605
401752738,Alabama,Tennessee,-2.813112004477418
401762490,South Florida,Florida Atlantic,-1.5910442589897418
401754568,Syracuse,Pittsburgh,1.7964551981601833
401752740,Auburn,Missouri,5.1399699014068965
401756926,Oklahoma State,Cincinnati,13.884097672840408
401756924,BYU,Utah,-2.5269827274976233
401767243,Southern Utah,Abilene Christian,0.6999999999999993
401767123,Sacramento State,Northern Colorado,-6.400000000000002
401760395,New Mexico,Nevada,-8.131529836832769
401752941,Oregon State,Lafayette,-22.004941560968277
401754567,Stanford,Florida State,11.239537183630306
