team,games_PY1,completion_pct_PY1,pass_ypa_PY1,pass_ypr_PY1,int_pct_PY1,rush_ypc_PY1,turnovers_pg_PY1,third_conv_rate_PY1,fourth_conv_rate_PY1,penalty_yds_pg_PY1,yards_per_penalty_PY1,kick_return_avg_PY1,punt_return_avg_PY1,total_yds_pg_PY1,pass_yds_pg_PY1,rush_yds_pg_PY1,first_downs_pg_PY1,off_ypp_PY1,def_interceptions_pg_PY1,off_plays_pg_PY1,off_ppg_PY1,def_ppg_PY1,def_yds_pg_PY1,def_plays_pg_PY1,def_third_conv_rate_PY1,def_fourth_conv_rate_PY1,def_ypp_PY1,fg_rate_PY1,fg_rate_allowed_PY1,fg_made_pg_PY1,fg_made_pg_allowed_PY1,xpts_pg_PY1,xpts_allowed_pg_PY1,kick_return_yds_avg_allowed_PY1,punt_return_yds_avg_allowed_PY1,st_ppg_PY1,st_ppg_allowed_PY1,oppdef_tds_pg_PY1,oppoff_tds_pg_PY1,off_ppa_PY1,off_success_rate_PY1,off_explosiveness_PY1,off_power_success_PY1,off_stuff_rate_PY1,off_line_yds_PY1,off_second_lvl_yds_PY1,off_open_field_yds_PY1,off_pts_per_opp_PY1,off_field_pos_avg_predicted_points_PY1,off_havoc_total_PY1,off_havoc_front_seven_PY1,off_havoc_db_PY1,off_standard_downs_ppa_PY1,off_standard_downs_success_rate_PY1,off_standard_downs_explosiveness_PY1,off_passing_downs_ppa_PY1,off_passing_downs_success_rate_PY1,off_passing_downs_explosiveness_PY1,off_rushing_plays_ppa_PY1,off_rushing_plays_success_rate_PY1,off_rushing_plays_explosiveness_PY1,off_passing_plays_ppa_PY1,off_passing_plays_success_rate_PY1,off_passing_plays_explosiveness_PY1,def_ppa_PY1,def_success_rate_PY1,def_explosiveness_PY1,def_power_success_PY1,def_stuff_rate_PY1,def_line_yds_PY1,def_second_lvl_yds_PY1,def_open_field_yds_PY1,def_pts_per_opp_PY1,def_field_pos_avg_predicted_points_PY1,def_havoc_total_PY1,def_havoc_front_seven_PY1,def_havoc_db_PY1,def_standard_downs_ppa_PY1,def_standard_downs_success_rate_PY1,def_standard_downs_explosiveness_PY1,def_passing_downs_ppa_PY1,def_passing_downs_success_rate_PY1,def_passing_downs_explosiveness_PY1,def_rushing_plays_ppa_PY1,def_rushing_plays_success_rate_PY1,def_rushing_plays_explosiveness_PY1,def_passing_plays_ppa_PY1,def_passing_plays_success_rate_PY1,def_passing_plays_explosiveness_PY1,recruit_pts_PY1,talent_PY1,sp_rating_PY1,sp_offense_rating_PY1,sp_defense_rating_PY1,sp_special_teams_rating_PY1,FPI_PY1,Wins_PY1,Losses_PY1,SRS_rating_PY1
UTSA,13,0.6502242152466368,7.2825112107623315,11.2,0.03139013452914798,4.327519379844961,1.6923076923076923,0.4742268041237113,0.5769230769230769,51.23076923076923,9.123287671232877,16.789473684210527,6.944444444444445,421.61538461538464,249.84615384615384,171.76923076923077,22.615384615384617,5.697505197505198,0.7692307692307693,72.46153846153847,24.153846153846153,16.46153846153846,377.61538461538464,70,0.33490566037735847,0.5925925925925926,5.394505494505495,0.8235294117647058,0.75,1.0769230769230769,1.3846153846153846,3.8461538461538463,2.3076923076923075,3.123456790123457,4,7.076923076923077,6.9230769230769225,3.3017751479289936,3.0710059171597632,0.21365199496646425,0.4184720638540479,1.3530884182315142,0.75,0.17303370786516853,2.9766292134831462,1.0134831460674156,1.2808988764044944,4.277777777777778,1.29,0.14367160775370583,0.08665906499429875,0.05701254275940707,0.12080508013214358,0.4539363484087102,1.1053273627614284,0.41161488123821216,0.34285714285714286,2.052497231068944,0.16131312564254743,0.3955056179775281,1.156378245195946,0.31229034664215755,0.44941176470588234,1.53435014835853,0.1445856149871989,0.3854289071680376,1.346208419611462,0.8367346938775511,0.1829573934837093,2.8962406015037594,0.9448621553884712,1.2882205513784462,4.031746031746032,-1.28,0.19741480611045828,0.12220916568742655,0.07520564042303172,0.1461354641533362,0.46846846846846846,1.1035861340077302,0.14167964780069156,0.22972972972972977,2.2738818645669077,0.14150794002149475,0.39348370927318294,1.124715931263175,0.21740194561580165,0.38687782805429866,1.549567020024802,187.6,574.52,5.4,31.3,27.3,1.4,2,9,4,0.4
California,13,0.5944700460829493,6.534562211981567,10.992248062015504,0.03686635944700461,4.527162977867203,2.1538461538461537,0.387434554973822,0.5151515151515151,44.84615384615385,8.097222222222221,19.44,2.727272727272727,391.2307692307692,218.15384615384616,173.07692307692307,21.384615384615383,5.462943071965628,0.9230769230769232,69.53846153846153,22.76923076923077,24.76923076923077,416.6923076923077,70.6923076923077,0.3526315789473684,0.5405405405405406,5.894450489662677,0.6111111111111112,0.6666666666666666,0.8461538461538461,1.0769230769230769,2.769230769230769,3.692307692307693,7.931506849315069,217,6.230769230769231,6.923076923076923,3.082840236686391,3.668639053254438,0.21644960562992205,0.41350710900473936,1.3067974944246508,0.7704918032786885,0.1252847380410023,3.4284738041002276,1.1252847380410025,1.3029612756264235,4.2105263157894735,1.493,0.16350710900473933,0.09834123222748815,0.06516587677725119,0.1730920976093133,0.4790940766550522,1.1127758135244703,0.3086244560144755,0.2740740740740741,2.0278240112834287,0.2418751464686021,0.44646924829157175,1.0565795985252315,0.22665824299570775,0.3834586466165414,1.6273380669493969,0.21521366746471832,0.4490035169988277,1.2592408885971795,0.7049180327868853,0.15869017632241814,2.9335012594458436,1.0856423173803529,0.9949622166246852,4.475,-1.463,0.15826494724501758,0.0902696365767878,0.06799531066822978,0.14684109186363303,0.4838187702265373,1.1121781077863655,0.39501899393906176,0.3574468085106383,1.7827143583880534,0.10138106334472714,0.4433249370277078,0.9985596159243724,0.3426667996217269,0.4630872483221477,1.4808829368600496,162.74,681.14,-0.1,30.6,28.7,-2,2.9,6,7,4.3
San Diego State,12,0.6332288401253918,6.460815047021944,10.202970297029704,0.03134796238244514,4.077092511013216,1.4166666666666667,0.3505747126436782,0.5652173913043478,44,8.94915254237288,19.633333333333333,8.409090909090908,326,171.75,154.25,17.166666666666668,5.060802069857697,1,62.5,12.5,17.833333333333332,412.3333333333333,64.41666666666667,0.36666666666666664,0.6428571428571429,6.401034928848642,0.7307692307692307,0.7727272727272727,1.5833333333333333,1.4166666666666667,1.9166666666666667,2.6666666666666665,8.555555555555555,57,6.666666666666667,6.916666666666666,3.152777777777778,3.340277777777778,0.12899125931930355,0.4244031830238727,1.0823921964357548,0.75,0.14691943127962084,3.0988151658767773,0.8554502369668247,1.0734597156398105,3.196969696969697,1.528,0.14721485411140584,0.09814323607427056,0.04907161803713528,0.14976162616128907,0.4952015355086372,0.9650433672347384,0.08254764934215993,0.26609442060085836,1.5707147437561138,0.12293088945194308,0.44075829383886256,0.8716757322152655,0.19364521195049147,0.4123076923076923,1.37487922886121,0.24348418178818365,0.4718670076726343,1.1846821404824437,0.8148148148148148,0.12433862433862432,3.4664021164021164,1.1984126984126984,1.4259259259259258,3.3768115942028984,-1.124,0.15728900255754474,0.08184143222506395,0.07544757033248081,0.21382788755094037,0.5309734513274337,1.0062311903734251,0.3206998787653378,0.31797235023041476,1.960555836608609,0.27251950535431974,0.5291005291005291,0.9233563468920716,0.26607012957101167,0.4289340101522843,1.4939434346722325,163.05,440.15,-10.3,19.4,30.2,0.5,-11,4,8,-9.8
Rice,13,0.6218097447795824,7.614849187935035,12.24626865671642,0.037122969837587,3.710594315245478,1.9230769230769231,0.379746835443038,0.6666666666666666,48.30769230769231,8.486486486486486,21.076923076923077,10.136363636363637,362.9230769230769,252.46153846153845,110.46153846153848,19,5.767726161369193,0.38461538461538464,60.38461538461539,23.384615384615383,18.923076923076923,361.61538461538464,63.30769230769231,0.3023255813953488,0.4,5.712029161603888,0.6666666666666666,0.782608695652174,0.6153846153846154,1.3846153846153846,3.5384615384615383,2.5384615384615383,4.257142857142857,140,5.846153846153847,7.153846153846153,2.994082840236686,3,0.2590104716941726,0.44623655913978494,1.3390520954409295,0.6730769230769231,0.16923076923076924,3.0196923076923077,1.0523076923076924,1.5169230769230768,4.7846153846153845,1.306,0.17069892473118278,0.1021505376344086,0.06854838709677419,0.20610586212413107,0.5009746588693957,1.1133265465326818,0.3764999293107582,0.3246753246753247,2.1125383096998593,0.13603668040398836,0.4369230769230769,0.9979812698511236,0.4076891957403914,0.46228710462287104,1.5939576598291008,0.151864713885182,0.40425531914893614,1.267605295248643,0.7446808510638298,0.14470284237726097,3.1012919896640825,1.03359173126615,1.5400516795865633,3.527027027027027,-1.471,0.13430851063829788,0.08111702127659574,0.05319148936170213,0.094515155392575545,0.46558704453441296,1.0212215356442715,0.2616735584407928,0.2868217054263566,2.033392656181149,0.16090782635069517,0.42377260981912146,0.995786877393379,0.20168499967183776,0.38997214484679665,1.5860211561648094,159.14,466.78,-10.2,26,34.4,-1.8,-5.3,6,7,-4.3
Texas,14,0.6673684210526316,8.52,12.766561514195583,0.01894736842105263,5.0056925996204935,1.2857142857142858,0.3837837837837838,0.6129032258064516,52.214285714285715,7.945652173913044,19.272727272727273,14.555555555555555,477.5,289.07142857142856,188.42857142857144,23.071428571428573,6.671656686626746,1.1428571428571428,68.64285714285714,23.142857142857142,13,341.92857142857144,61.642857142857146,0.26627218934911245,0.44,5.546929316338354,0.8235294117647058,0.8636363636363636,2,1.3571428571428572,3.5714285714285716,1.8571428571428572,6.214285714285714,90,10,6.785714285714286,2.7857142857142856,3.3673469387755106,0.2705822450606261,0.4519015659955257,1.3184082429459174,0.6190476190476191,0.18444444444444444,3.187777777777778,1.1488888888888888,1.5933333333333333,3.84375,1.531,0.13646532438478748,0.08165548098434004,0.05480984340044743,0.19030310109080248,0.4944356120826709,1.0873791676720013,0.4611316094267357,0.35094339622641507,2.090989344130734,0.20159916923698404,0.4288888888888889,1.0868319609543091,0.3564372231603227,0.4784580498866214,1.5302292023031705,0.08168138106899046,0.3650990099009901,1.3067133228411163,0.5483870967741935,0.2276923076923077,2.4993846153846153,0.7569230769230769,0.676923076923077,3.4339622641509435,-1.107,0.18688118811881188,0.11014851485148516,0.07673267326732673,-0.0145371371054355,0.40831758034026466,1.026300987586952,0.2641172094355544,0.2831541218637993,2.0734103407512374,-0.0447245082913389,0.3384615384615385,0.788195566017011,0.19973510220484425,0.3878406708595388,1.615021178250044,306.31,913.24,23.2,39.3,17.7,1.6,22.4,12,2,22
Florida International,12,0.5744125326370757,7.206266318537859,12.545454545454543,0.03133159268929503,2.85,1.75,0.28402366863905326,0.48484848484848486,50.583333333333336,8.67142857142857,17.77777777777778,7.357142857142857,320.25,230,90.25,15.333333333333334,5.036697247706422,0.5,59.916666666666664,13.166666666666666,21,415.9166666666667,69.66666666666667,0.3333333333333333,0.5555555555555556,5.970095693779904,0.75,0.7241379310344828,0.75,1.75,1.8333333333333333,3.0833333333333335,6.541666666666667,20,4.083333333333333,8.333333333333334,3.6041666666666665,3.5833333333333335,0.07179043777169897,0.3561643835616438,1.3249079605251473,0.68,0.228125,2.634375,1.05625,1.203125,3.2115384615384617,1.097,0.1958904109589041,0.13424657534246576,0.06164383561643835,-0.01503661516929079,0.4252136752136752,1.1154094308501858,0.2268860895899555,0.23282442748091603,2.008353983563135,0.03790891633567042,0.3875,1.0503852972061734,0.1456066327258369,0.33915211970074816,1.5752080359042115,0.18440769498262088,0.40930787589498807,1.3390624953319523,0.902439024390244,0.17857142857142858,3.097321428571429,1.1316964285714286,1.3973214285714286,3.344444444444445,-1.584,0.11813842482100238,0.09307875894988069,0.02505966587112171,0.14022170438533846,0.4747292418772563,1.0610908928094371,0.27060149354210844,0.28169014084507044,2.2528941386247223,0.08269010846517993,0.4084821428571429,0.9753741234394678,0.3466512676809126,0.4166666666666667,1.7550310706839818,147.71,487.5,-21.2,16,35.6,-1.6,-21.6,4,8,-19.4
Troy,14,0.6118421052631579,8.140350877192983,13.304659498207885,0.0131578947368421,4.441237113402062,1.2857142857142858,0.4074074074074074,0.4482758620689655,46.42857142857143,9.02777777777778,19.666666666666668,5.352941176470588,419,265.14285714285717,153.85714285714286,21.285714285714285,6.233793836344314,0.7142857142857143,66.21428571428571,20.714285714285715,11.285714285714286,312.7857142857143,63.42857142857143,0.3114754098360656,0.35714285714285715,4.931306306306307,0.7916666666666666,0.9444444444444444,1.3571428571428572,1.2142857142857142,3.357142857142857,1.7142857142857142,1.024390243902439,0,7.428571428571429,5.357142857142857,2.877551020408163,3.147959183673469,0.24025299020695895,0.4166666666666667,1.3994160867389651,0.7254901960784313,0.1807511737089202,3.1044600938967135,1.1150234741784038,1.5046948356807512,3.839080459770115,1.527,0.16319444444444445,0.10300925925925926,0.06018518518518518,0.17406470423533607,0.4698795180722892,1.1300710966819214,0.37613777518756986,0.30742049469964666,2.244602090021413,0.154323591390602,0.4178403755868544,1.0607611502092589,0.3399949009976747,0.41935483870967744,1.7306280576306563,0.03819495653200744,0.3780193236714976,1.2356351048156176,0.6170212765957447,0.216710182767624,2.760313315926893,1.0234986945169713,1.0261096605744124,2.985294117647059,-1.338,0.19444444444444445,0.14130434782608697,0.05314009661835749,-0.03968376179251214,0.432780847145488,0.9775113218693774,0.18657440933977631,0.2736842105263158,2.0133157329228792,-0.01970757397298222,0.370757180156658,0.975849550643366,0.1269252807175623,0.3904109589041096,1.4513634597422824,147.8,454.06,9.8,30.7,20.1,-0.8,5.8,11,3,8.7
Mississippi State,12,0.5775862068965517,6.2701149425287355,10.855721393034823,0.02873563218390804,4.3915211970074814,1.1666666666666667,0.3081761006289308,0.4166666666666667,56.833333333333336,9.093333333333334,23.91304347826087,11.764705882352942,328.5833333333333,181.83333333333337,146.75,16.583333333333332,5.264352469959946,0.5833333333333334,60.75,13.666666666666666,17.5,354.1666666666667,64.91666666666667,0.3048780487804878,0.48148148148148145,5.455712451861361,0.7727272727272727,0.9411764705882352,1.4166666666666667,1.3333333333333333,2.1666666666666665,2.5833333333333335,6.672727272727273,80,6.916666666666666,7.583333333333334,3.0416666666666665,3.6458333333333335,0.08980716762179577,0.35994587280108253,1.3154330839235766,0.6153846153846154,0.20911528150134048,2.9777479892761396,1.0884718498659518,1.5764075067024128,3.4745762711864407,1.417,0.16373477672530443,0.10554803788903924,0.05818673883626522,0.04477999320010052,0.4182590233545648,1.074880129488318,0.16894074654947663,0.2574626865671642,2.0022292002097495,0.08533758547793555,0.38337801608579086,1.039826360687118,0.12490674383986113,0.3407202216066482,1.635853908499297,0.16389681900671346,0.42017879948914433,1.2226067625625825,0.7450980392156863,0.1880952380952381,2.98,1.0785714285714283,0.969047619047619,4.327586206896552,-1.335,0.15708812260536398,0.10727969348659004,0.04980842911877394,0.07088186422869627,0.47540983606557374,0.99166837786068,0.3821242129089845,0.2905982905982906,2.109002621491944,0.09511627065699205,0.42142857142857143,0.916395277405009,0.28511001536331665,0.4257703081232493,1.579181978831599,222.92,746.29,0.5,24.7,24.9,0.7,0.8,5,7,-1.7
Baylor,12,0.5950226244343891,7.14027149321267,12,0.01583710407239819,3.3365617433414045,1.25,0.3615819209039548,0.4583333333333333,28.916666666666668,7.081632653061225,23.714285714285715,15.461538461538462,377.8333333333333,263,114.83333333333331,19.833333333333332,5.302923976608187,0.5833333333333334,69.66666666666667,14.833333333333334,24.333333333333332,428.3333333333333,61.833333333333336,0.38513513513513514,0.42857142857142855,6.92722371967655,0.75,0.7857142857142857,1.5,0.9166666666666666,1.25,3.5,3.85,160,6.75,6.25,3,3.5833333333333335,0.1342552237386841,0.3957345971563981,1.287303545352758,0.775,0.1662269129287599,3.004749340369393,1.0765171503957784,0.7889182058047494,3.1159420289855073,1.272,0.17890995260663506,0.11729857819905214,0.06161137440758293,0.13489585168522708,0.466786355475763,1.1418427848347643,0.13301191444870342,0.2578397212543554,1.798381893118682,0.10163886057684772,0.40897097625329815,0.9941845110365786,0.18740570871828735,0.3874458874458874,1.541121703559506,0.3002627641699116,0.4539385847797063,1.3847696087754175,0.68,0.18872549019607843,3.2794117647058822,1.193627450980392,1.9534313725490196,4.36,-1.509,0.16688918558077437,0.1068090787716956,0.06008010680907877,0.2292105163712641,0.491362763915547,1.1328275247928534,0.4626233830431368,0.3684210526315789,2.152593102817518,0.23269630476696443,0.4583333333333333,1.1268711550635868,0.43850243975622377,0.45808383233532934,1.699978829978766,210.79,678,-8.3,24.5,32.6,-0.2,-5,3,9,-6.9
Washington State,12,0.6673189823874756,7.882583170254403,11.812316715542522,0.01761252446183953,2.964809384164223,1.75,0.42138364779874216,0.4615384615384616,49.75,8.178082191780822,20.727272727272727,7.777777777777778,419.9166666666667,335.6666666666667,84.25,22.666666666666668,5.914319248826291,0.6666666666666666,69.41666666666667,22.666666666666668,20,395.5,67.25,0.3764705882352941,0.42105263157894735,5.881040892193308,0.6666666666666666,0.7647058823529411,0.8333333333333334,1.0833333333333333,3.0833333333333335,3.0833333333333335,2.943661971830986,34,6.083333333333334,6.833333333333334,3.361111111111111,3.611111111111111,0.21662977242031609,0.4545454545454546,1.294053465546104,0.7058823529411765,0.19732441471571907,2.8618729096989965,1.0769230769230769,1.040133779264214,4.171052631578948,1.346,0.17703349282296652,0.11483253588516748,0.06220095693779904,0.123126310317042,0.5078534031413613,1.0684918187162011,0.42034644080501593,0.33840304182509506,2.031564018664101,0.11596271489947758,0.4782608695652174,1.0078432855741477,0.30893117724083036,0.44801512287334594,1.4667456838414197,0.16289293988968595,0.4187192118226601,1.2918359447602097,0.6885245901639344,0.17543859649122806,3.039348370927318,1.0300751879699248,1.5388471177944862,4.21875,-1.27,0.15024630541871922,0.09482758620689656,0.05541871921182266,0.11881009566606172,0.4790528233151184,1.0535456284508349,0.2549137820142856,0.29277566539923955,2.10573663553119,0.10634636388247962,0.45363408521303256,1.0221866030079925,0.23468935363046367,0.3897058823529412,1.5987952583271985,184.96,573.28,4.9,31,27.4,1.4,3.3,5,7,6.2
