id,home,away,predicted
401856685,Alabama,Florida State,-17.273096616259732
401856686,Arkansas,Georgia,13.703239712417783
401856687,Auburn,Florida,0.44778291048634067
401856688,Ole Miss,LSU,-5.86045881216042
401856689,Missouri,Troy,-30.704659201220586
401856690,Oklahoma,New Mexico,-17.361679739796624
401856691,South Carolina,Mississippi State,-1.4900013707181055
401856692,Tennessee,Kennesaw State,-46.69566391337733
401856693,Texas,UTSA,-27.543357593487624
401856694,Texas A&M,Kentucky,-24.651215914863595
401856695,Vanderbilt,NC State,-7.6728284374111055
401856792,Kansas State,Tulane,-14.46984390739694
401856793,Arizona,Northern Illinois,-27.139695607564192
401856795,Colorado State,BYU,28.587970022548575
401856796,Northwestern,Colorado,-1.8028044596951318
401856797,Cincinnati,Miami (OH),-29.187018613900968
401856798,Iowa State,Bowling Green,-31.839859117380747
401856799,TCU,Arkansas State,-31.18954119577544
401856800,UCF,Georgia State,-20.60001033622845
401856801,Utah,Utah State,-27.358122976880612
401856802,Virginia,West Virginia,-1.4240676114969286
401856803,Oklahoma State,Murray State,-13.474035885522245
401856811,Texas Tech,Houston,-7.673532882996961
401856812,Kansas,Arizona State,-1.2982625757390815
401858225,Pittsburgh,Syracuse,-5.804283861187246
401858226,Wake Forest,Miami,20.482722605842397
401858227,Boston College,Maine,-24.512742326176724
401858228,Georgia Tech,Mercer,-23.974895223923454
401858229,Clemson,North Carolina,1.3547356657145286
401858230,Louisville,SMU,4.010505174202438
401858231,Duke,Stanford,-11.866341222214276
401858232,Maryland,Virginia Tech,0.8070133699599418
401858233,California,Wagner,-20.540385112430055
401858448,Illinois,Southern Illinois,-26.661661821822335
401858449,Indiana,Western Kentucky,-41.324189508535554
401858450,Michigan,UTEP,-29.347367242190106
401858451,Minnesota,Akron,-27.419137705377235
401858452,Nebraska,North Dakota,-29.033079926549682
401858453,Notre Dame,Michigan State,-30.68701729956927
401858454,Ohio State,Kent State,-60.71192128242211
401858455,Oregon,Portland State,-57.38279254125153
401858456,Penn State,Buffalo,-34.85216327176499
401858457,Rutgers,USC,22.595125430275537
401858458,UCLA,Purdue,-9.297231665072802
401858459,Washington,Eastern Washington,-46.45692208872872
401858460,Wisconsin,Eastern Michigan,-11.694810950973299
401858471,Iowa,Northern Iowa,-32.00459887808294
401860885,Boise State,South Dakota,-21.725926462895806
401860886,Oregon State,Montana,-3.3840683560031035
401860887,San Diego State,James Madison,14.375291790744352
401860888,San José State,Fresno State,-1.1213203868507655
401860889,Texas State,North Texas,-3.6769521219624153
401860890,Washington State,Duquesne,-9.144116323003097
401861963,Southern Miss,UConn,22.703136938775955
401862710,Old Dominion,East Carolina,-2.569715231755918
401862771,Florida Atlantic,Florida International,-2.642374377086238
401862772,Memphis,UT Martin,-33.20435325495519
401862773,Rice,Western Michigan,-5.934304924143529
401862774,Toledo,Temple,-8.632849128362029
401862775,Tulsa,East Texas A&M,-8.88907990036692
401862776,Louisiana,UAB,-2.0066614672379224
401862777,South Florida,Delaware State,-23.60301215540847
401864443,Middle Tennessee,Nevada,4.428385454300258
401864507,Sacramento State,North Dakota State,12.714965362772213
401864508,Central Michigan,Wyoming,-1.6373190408396638
401864574,App State,Charlotte,-15.4283388038966
401866422,Liberty,Ball State,-22.153812741567812
401866423,South Alabama,Ohio,-4.104737769628354
401866424,Massachusetts,Stonehill,6.972339881449916
401866634,Stony Brook,Rhode Island,4.770217065130396
401866635,UAlbany,Monmouth,9.984586834583244
401866636,Campbell,North Carolina A&T,-4.895458644616464
401866637,Elon,Sacred Heart,-6.410506754176061
401866638,Bryant,Princeton,-2.6002306283310497
401866639,New Hampshire,Harvard,6.617623487011727
401866640,Towson,Morgan State,-7.010557068371377
401866641,Norfolk State,Hampton,-4.293858205182787
401867686,Butler,Chicago State,-4.588737293478246
401867804,Baylor,Louisiana Tech,-24.576953199193202
401867805,New Haven,Brown,1.1194929743145785
401867817,Columbia,Lafayette,3.645353792905002
401867826,Colgate,Cornell,0.0931655791505146
401867834,Lehigh,Dartmouth,-6.968080479739038
401867846,Illinois State,Eastern Illinois,-4.816551751311627
401867857,Indiana State,Valparaiso,-3.5700232016524573
401867896,South Dakota State,Youngstown State,-5.188655992707601
401867898,Montana State,Central Connecticut,-15.052176971478726
401867908,Long Island University,Villanova,2.1798826332107804
401867979,Gardner-Webb,North Carolina Central,2.925956723454681
401867984,Furman,South Carolina State,7.374172779719948
401867991,Bucknell,Pennsylvania,0.985448459364121
401868009,William & Mary,Fordham,-7.619256334750769
401868018,Richmond,Georgetown,-2.427556097043272
401868023,Holy Cross,Yale,8.518028241380474
401868051,Idaho,Abilene Christian,-3.677075455767641
401868062,West Florida,Austin Peay,12.200987419251955
401868075,Cal Poly,San Diego,-0.5391218610209172
401868124,Utah Tech,Northern Arizona,3.036313284420565
401868130,Northern Colorado,Northeastern State,-6.747998991091613
401868133,Southeast Missouri State,Central Arkansas,2.9124549086408997
401868142,Eastern Kentucky,Dayton,4.281897430145262
401868151,North Alabama,Alcorn State,4.210457259406005
401868159,St. Thomas (MN),Southern Utah,-2.7602186285311205
