id,home,away,predicted
401869941,Coastal Carolina,Liberty,8.704300426710981
401862779,Temple,Army,-2.406034778138423
401858468,Rutgers,Howard,-29.87226721300442
401862778,UAB,Navy,2.7459631253708032
401867806,Brown,Harvard,3.4241326972763555
401858461,Indiana,Northwestern,-30.909474665467773
401858234,California,Clemson,7.099652048907552
401856704,Tennessee,Texas,-5.3120630136359335
401856805,Texas Tech,Sam Houston,-37.71158835921935
401856813,Baylor,Colorado,-13.486431906009043
401858236,Pittsburgh,Bucknell,-31.968035453858494
401858242,Boston College,Virginia Tech,2.688494714198244
401858243,Louisville,Wake Forest,-8.431846166655335
401858465,Ohio State,Illinois,-29.433188224708122
401860893,Toledo,San Diego State,-5.062802147005659
401860896,UTSA,Colorado State,-13.912900491314083
401864512,Akron,UNLV,23.139884660341608
401866425,Kent State,Ball State,-6.964035397298034
401866642,Sacred Heart,New Hampshire,-3.4490471294575986
401868263,Marist,Presbyterian,4.21376157966154
401867818,Georgetown,Columbia,-1.9049184606453706
401868024,Lafayette,Holy Cross,-7.250366528175381
401864576,Kentucky,South Alabama,-17.269321332800487
401866427,Eastern Michigan,Lindenwood,-3.9869025530772717
401866647,Dartmouth,Monmouth,7.067854995879928
401866648,Fordham,Stony Brook,3.6814408135747434
401867827,Cornell,Yale,0.4988586230471992
401867858,Indiana State,North Dakota,4.485045791823922
401868034,Pennsylvania,Lehigh,7.800913263716323
401868219,Davidson,Drake,3.4483386877903373
401858462,Maryland,UCLA,-4.862229188273967
401868390,Wofford,Tennessee Tech,7.241099995059412
401858467,Purdue,Notre Dame,34.34036953864989
401864511,Georgia State,Northern Illinois,-7.9515181829157235
401866643,Elon,Maine,-8.76234092726897
401867885,Youngstown State,South Dakota,-0.32342521834243265
401868037,Richmond,Furman,-4.319066344386418
401868063,Austin Peay,UT Martin,-12.16138039585357
401868211,Valparaiso,Butler,2.60315867362062
401868281,St. Thomas (MN),San Diego,-6.570842598745548
401868338,The Citadel,Chattanooga,3.6470832905617616
401868001,Villanova,Colgate,-5.222982248338209
401858237,Florida State,Central Arkansas,-30.887351208489292
401864510,Wyoming,Hawai'i,2.851872237251758
401866646,Princeton,UAlbany,0.9880746205029167
401856699,Florida,Ole Miss,4.015800595054692
401856700,Georgia,Oklahoma,-19.74012720701963
401856815,UCF,TCU,7.025076174172963
401856816,Iowa State,Utah,4.304848815728372
401858244,Duke,William & Mary,-26.711963159462933
401858463,Michigan,Iowa,-4.330568550511482
401860897,Western Michigan,Boise State,23.29993682868427
401861970,Miami (OH),UConn,19.293271643611366
401864579,New Mexico State,New Mexico,7.946798711526494
401866426,Buffalo,Robert Morris,-5.8724915272854155
401866428,Ohio,Stonehill,-15.869846063425918
401868188,Marshall,Gardner-Webb,-5.530802862063748
401868346,East Tennessee State,Western Carolina,-3.949170553249296
401868387,Samford,VMI,-2.872090202430419
401856806,Georgia Southern,Houston,18.792520164378733
401862781,East Carolina,North Carolina Central,-21.27018790394437
401866644,North Carolina A&T,Rhode Island,12.610005222570278
401868206,North Alabama,Western Illinois,-1.1160717093904013
401868358,Alcorn State,Texas Southern,-6.337790421191704
401869143,Nicholls,Lamar,1.4936537885815104
401856698,Auburn,Vanderbilt,0.4227025613773705
401858464,Michigan State,Nebraska,9.031192073194031
401858466,Penn State,Wisconsin,-23.12217575188771
401862785,Bowling Green,South Florida,28.150368220258894
401867847,Northern Iowa,Illinois State,1.0245320385723957
401858239,Virginia,Delaware,-15.039897420972695
401860892,Texas State,Incarnate Word,-26.016868437164636
