team,games_PY2,completion_pct_PY2,pass_ypa_PY2,pass_ypr_PY2,int_pct_PY2,rush_ypc_PY2,turnovers_pg_PY2,third_conv_rate_PY2,fourth_conv_rate_PY2,penalty_yds_pg_PY2,yards_per_penalty_PY2,kick_return_avg_PY2,punt_return_avg_PY2,total_yds_pg_PY2,pass_yds_pg_PY2,rush_yds_pg_PY2,first_downs_pg_PY2,off_ypp_PY2,def_interceptions_pg_PY2,off_plays_pg_PY2,off_ppg_PY2,def_ppg_PY2,def_yds_pg_PY2,def_plays_pg_PY2,def_third_conv_rate_PY2,def_fourth_conv_rate_PY2,def_ypp_PY2,fg_rate_PY2,fg_rate_allowed_PY2,fg_made_pg_PY2,fg_made_pg_allowed_PY2,xpts_pg_PY2,xpts_allowed_pg_PY2,kick_return_yds_avg_allowed_PY2,punt_return_yds_avg_allowed_PY2,st_ppg_PY2,st_ppg_allowed_PY2,oppdef_ppa_PY2,oppoff_ppa_PY2,off_ppa_PY2,off_success_rate_PY2,off_explosiveness_PY2,off_power_success_PY2,off_stuff_rate_PY2,off_line_yds_PY2,off_second_lvl_yds_PY2,off_open_field_yds_PY2,off_pts_per_opp_PY2,off_field_pos_avg_predicted_points_PY2,off_havoc_total_PY2,off_havoc_front_seven_PY2,off_havoc_db_PY2,off_standard_downs_ppa_PY2,off_standard_downs_success_rate_PY2,off_standard_downs_explosiveness_PY2,off_passing_downs_ppa_PY2,off_passing_downs_success_rate_PY2,off_passing_downs_explosiveness_PY2,off_rushing_plays_ppa_PY2,off_rushing_plays_success_rate_PY2,off_rushing_plays_explosiveness_PY2,off_passing_plays_ppa_PY2,off_passing_plays_success_rate_PY2,off_passing_plays_explosiveness_PY2,def_ppa_PY2,def_success_rate_PY2,def_explosiveness_PY2,def_power_success_PY2,def_stuff_rate_PY2,def_line_yds_PY2,def_second_lvl_yds_PY2,def_open_field_yds_PY2,def_pts_per_opp_PY2,def_field_pos_avg_predicted_points_PY2,def_havoc_total_PY2,def_havoc_front_seven_PY2,def_havoc_db_PY2,def_standard_downs_ppa_PY2,def_standard_downs_success_rate_PY2,def_standard_downs_explosiveness_PY2,def_passing_downs_ppa_PY2,def_passing_downs_success_rate_PY2,def_passing_downs_explosiveness_PY2,def_rushing_plays_ppa_PY2,def_rushing_plays_success_rate_PY2,def_rushing_plays_explosiveness_PY2,def_passing_plays_ppa_PY2,def_passing_plays_success_rate_PY2,def_passing_plays_explosiveness_PY2,recruit_pts_PY2,talent_PY2,adj_off_ppa_PY2,adj_def_ppa_PY2,adj_ppa_diff_PY2,adj_off_explosiveness_PY2,adj_def_explosiveness_PY2,adj_off_ypp_PY2,adj_def_ypp_PY2,adj_off_pts_per_play_PY2,adj_off_ppg_PY2,adj_def_pts_per_play_PY2,adj_def_ppg_PY2,adj_st_ppa_PY2,adj_st_ppa_allowed_PY2,net_adj_st_ppa_PY2
Air Force,12,0.52,10.6,20.384615384615383,0.06,5.087962962962963,1.4166666666666667,0.45751633986928103,0.6818181818181818,26.833333333333332,8.256410256410257,19,2.875,363.0833333333333,88.33333333333333,274.75,19.75,5.824866310160428,0.75,67.58333333333333,21.833333333333332,14.5,314.25,59.833333333333336,0.32051282051282054,0.4782608695652174,5.252089136490251,0.8,0.7692307692307693,1.3333333333333333,0.8333333333333334,3.25,2,4.042857142857143,21,7.25,4.5,0.24172475891708223,0.22195160913179168,0.2567520232543926,0.46194926568758343,1.1211890933963116,0.8108108108108109,0.0984375,3.51796875,1.0359375,1.3078125,4,1.397,0.101,0.083,0.019,0.2255513528732526,0.5190972222222222,0.9248225343336863,0.36063402406096284,0.27167630057803466,2.370414649986205,0.23681382615343352,0.471875,0.9526590094853874,0.5059448437937711,0.41904761904761906,2.277918305694019,0.1121180992808241,0.3991097922848665,1.1561593082053008,0.8125,0.16863905325443787,2.7798816568047338,0.7751479289940828,0.8136094674556213,3.8478260869565215,-1.21,0.151,0.098,0.053,0.029398443488986247,0.46325167037861914,0.9255359774371714,0.27718976794986944,0.27111111111111114,1.9425470590212173,0.060358391016979776,0.3875739644970414,0.8758978184263735,0.19047327209685497,0.4144144144144144,1.42220463545921,130.58,0,0.29497006911622736,0.19893327841618802,0.09603679070003934,1.2307583289365653,1.2476766065665563,6.072325532090122,5.466925645761178,0.31696022644692473,21.42122863737133,0.2634259446215101,15.76165235318702,2.8474940912422917,2.8667308351360505,-0.019236743893758845
Akron,12,0.6070588235294118,5.578823529411765,9.189922480620154,0.03529411764705882,2.8092485549132946,1.75,0.3333333333333333,0.34782608695652173,60.166666666666664,8.698795180722891,17.555555555555557,6.111111111111111,278.5833333333333,197.58333333333334,81,16.666666666666668,4.335927367055771,0.5,59.5,10.666666666666666,20.333333333333332,344.5,61.916666666666664,0.3419354838709677,0.4782608695652174,5.56393001345895,0.5333333333333333,0.631578947368421,0.6666666666666666,1,1.5833333333333333,2.5,10.325581395348838,73,3.583333333333333,5.5,0.21798207658667582,0.17096419838506285,0.029494453445514667,0.3692098092643052,1.1316301649093787,0.8235294117647058,0.15034965034965034,2.7482517482517483,0.8706293706293706,0.8881118881118881,2.5925925925925926,1.242,0.181,0.102,0.079,-0.013037804838090312,0.43037974683544306,0.8617356401425575,0.1070340320087022,0.25769230769230766,1.9533985686770137,0.07335768879854154,0.40559440559440557,0.8690809440565365,0.06751106550706416,0.35714285714285715,1.328118614063764,0.13401608921068825,0.3978779840848806,1.3405261244503102,0.7272727272727273,0.1597051597051597,3.0103194103194104,1.0368550368550369,1.4717444717444716,3.782608695652174,-1.637,0.144,0.096,0.048,0.028604132236574344,0.44715447154471544,1.0292072844024536,0.33196526032238305,0.3053435114503817,2.1966529345819157,0.13511412690825206,0.4250614250614251,1.070237924345167,0.17294038610861848,0.3724340175953079,1.7087139875856625,121.18,445.02,0.1047830511487427,0.23791299800362342,-0.13312994685488072,1.222666787361598,1.3234335926337375,4.618345944422851,6.0089390414563155,0.2058672213534743,12.24909967053172,0.3447619592317989,21.346511309102215,2.8875535909819123,2.8779824264189826,0.009571164562929724
Alabama,13,0.6357615894039735,9.834437086092715,15.46875,0.019867549668874173,4.333976833976834,0.7692307692307693,0.46745562130177515,0.8333333333333334,49.23076923076923,8.533333333333333,21.869565217391305,8.9,401.15384615384613,228.46153846153845,172.69230769230768,20,6.359756097560975,0.9230769230769231,67.38461538461539,25.692307692307693,15.384615384615385,346.0769230769231,66.61538461538461,0.3064516129032258,0.38461538461538464,5.195150115473441,0.88,0.7,1.6923076923076923,1.0769230769230769,4.076923076923077,2.3076923076923075,3.225806451612903,176,9.153846153846153,6,0.1876226151961691,0.28192028208903225,0.3018447095324687,0.452760736196319,1.3717444458969308,0.8269230769230769,0.13742071881606766,3.247568710359408,1.1966173361522199,1.3678646934460887,4.592592592592593,1.451,0.148,0.112,0.037,0.18468103358635726,0.5026455026455027,1.0088381279886132,0.5697148880060381,0.3387096774193548,2.6030337388001517,0.22290834837019674,0.4587737843551797,1.0036975117470381,0.44658797659632193,0.44970414201183434,1.8971798716240802,0.10770791226280375,0.3504273504273504,1.3190510930190864,0.6595744680851063,0.14676616915422885,2.9977611940298505,0.9029850746268657,1.1616915422885572,3.8620689655172415,-1.076,0.188,0.12,0.068,0.04509930835821976,0.40417457305502846,1.0694692147491232,0.22070357752895364,0.2534246575342466,2.0374421750664125,0.11733356066889741,0.36069651741293535,1.1231679098429554,0.12389971826189045,0.34549878345498786,1.519072653304572,328,1015.43,0.337851470105176,0.10558541077670473,0.23226605932847127,1.314896644291466,1.301561954599977,6.764037056266162,4.7060416677143095,0.39506102343896177,26.62103511788696,0.20801897089510957,13.857263753474221,2.8650992968193028,2.7932912582524687,0.07180803856683404
App State,13,0.6400911161731208,8.236902050113896,12.86832740213523,0.02050113895216401,4.513184584178499,1.4615384615384615,0.42613636363636365,0.68,41.69230769230769,9.344827586206897,23.125,18.5,449.3076923076923,278.15384615384613,171.15384615384616,23.846153846153847,6.267167381974249,1.1538461538461537,75.07692307692308,25.846153846153847,20.153846153846153,415.38461538461536,69,0.36627906976744184,0.4444444444444444,6.0200668896321075,0.9047619047619048,0.7777777777777778,1.4615384615384615,1.0769230769230769,3.923076923076923,2.6923076923076925,6.413793103448276,97,8.307692307692307,6.384615384615385,0.20461427220365486,0.20039465969911427,0.2514655741587124,0.4550438596491228,1.3188794889689717,0.7166666666666667,0.16204690831556504,3.216417910447761,1.1108742004264391,1.5948827292110874,3.9240506329113924,1.341,0.158,0.087,0.071,0.15035215148105638,0.49216300940438873,1.0536383112680963,0.4869048576198238,0.3686131386861314,2.143490675088525,0.09199861047606812,0.42217484008528783,0.976806613266964,0.4668217498718277,0.49770642201834864,1.6310012833883152,0.19493274231185667,0.4329054842473746,1.2710499731414444,0.7837837837837838,0.1466346153846154,3.391826923076923,1.2932692307692308,1.7139423076923077,3.183098591549296,-1.199,0.177,0.104,0.074,0.07955759335227673,0.4698996655518395,1.019473966606399,0.46132015187876324,0.3474903474903475,2.0565261713230862,0.21570641011184732,0.4567307692307692,1.070862768509225,0.21725981602836622,0.419953596287703,1.4811912376725034,161.99,517.56,0.31704307808655674,0.2478882268896031,0.06915485119695364,1.2885388798215924,1.2789592778186485,6.691425527428282,6.029918182312095,0.34960888702162884,26.24755951793152,0.29833311469241125,20.584984913776378,2.8741080716801446,2.877830792935595,-0.0037227212554502565
Arizona,12,0.7230046948356808,8.577464788732394,11.863636363636363,0.023474178403755867,4.803763440860215,1.0833333333333333,0.5,0.6666666666666666,54.083333333333336,8.320512820512821,13.363636363636363,6.733333333333333,453.4166666666667,304.5,148.91666666666666,23.583333333333332,6.818295739348371,0.5,70.25,26.666666666666668,17.666666666666668,391.1666666666667,69.25,0.40828402366863903,0.3,5.648616125150421,0.8260869565217391,0.6111111111111112,1.5833333333333333,0.9166666666666666,4.25,2.4166666666666665,1.7023809523809523,31,9,6.166666666666666,0.23673335953134483,0.25238686483723793,0.3270385838893389,0.5139240506329114,1.2528363128779936,0.711864406779661,0.2,3.225142857142857,1.2342857142857142,1.6314285714285715,4.512195121951219,1.373,0.154,0.092,0.062,0.22949244098900254,0.5508771929824562,1.0476425418334516,0.5797717723129376,0.41818181818181815,1.9531715749213214,0.1810102480953199,0.5228571428571429,0.8749162644413443,0.4864119604347225,0.5150115473441108,1.5629680118192797,0.11730077119164238,0.41022280471821754,1.2109023983010265,0.6739130434782609,0.19718309859154928,2.9664788732394367,1.0112676056338028,0.8140845070422535,3.53125,-1.257,0.178,0.113,0.066,0.05176107045668472,0.46184738955823296,0.9509272843137673,0.24046594464827983,0.3132075471698113,1.9313153647717447,0.06804221998850438,0.4309859154929577,0.871187191615625,0.21821469139723046,0.3970223325062035,1.5357550646939417,204.72,687.01,0.37719390894224447,0.16211315827677517,0.2150807506654693,1.2901933352703534,1.2739636780573338,7.2172162704133225,5.301100824452001,0.37390493157737026,26.26682144331026,0.23175546730017593,16.049066110537183,2.8156991107088913,2.7987835441302322,0.016915566578659114
Arizona State,12,0.5522727272727272,5.736363636363636,10.386831275720164,0.031818181818181815,3.5668449197860963,1.6666666666666667,0.3063583815028902,0.47368421052631576,51.833333333333336,9.014492753623188,22.903225806451612,10,321.5,210.33333333333334,111.16666666666667,18.833333333333332,4.73955773955774,0.4166666666666667,65.83333333333333,13.333333333333334,22.166666666666668,410.3333333333333,64.75,0.33974358974358976,0.42857142857142855,6.337194337194338,0.7857142857142857,0.8,0.9166666666666666,1.6666666666666667,1.6666666666666667,3.5833333333333335,3.391304347826087,101,4.916666666666667,8.583333333333334,0.21671092472516343,0.29041441553677316,0.10449721210160809,0.373134328358209,1.2299916351428202,0.6666666666666666,0.1235632183908046,3.2471264367816093,1.0086206896551724,0.6695402298850575,3.280701754385965,1.042,0.18,0.102,0.078,0.0734219600772897,0.444022770398482,1.0077783589088352,0.163618720465564,0.23826714801444043,2.0178387054269487,0.19115172298738947,0.4396551724137931,0.9588900801117587,0.07882364783731237,0.3303370786516854,1.512158559766986,0.24607156903298125,0.4557124518613607,1.2543414448131485,0.6938775510204082,0.13142857142857142,3.3368571428571427,1.1828571428571428,1.3257142857142856,3.9875,-1.719,0.164,0.103,0.062,0.16029278387096055,0.5129151291512916,1.035823699177106,0.4422407739182775,0.32489451476793246,2.043275643343276,0.1464860564065769,0.4342857142857143,1.014216900412772,0.3407605192026965,0.4765258215962441,1.4341391332311642,201.23,681.32,0.19642814407546436,0.20606178119517388,-0.00963363711970952,1.2585544708694032,1.2650577017218112,5.5860753801322796,5.794333188506848,0.23160457120652894,15.247300937763153,0.29206436456163615,18.91116760536594,2.8373033432745087,2.8823886747025846,-0.045085331428075914
Arkansas,12,0.6408668730650154,6.96594427244582,10.869565217391305,0.02476780185758514,3.5338983050847457,1.5,0.38285714285714284,0.625,55.416666666666664,8.75,19.791666666666668,11.25,326.5,187.5,139,17.333333333333332,4.928301886792453,1,65.66666666666667,15.833333333333334,18,371.1666666666667,61.666666666666664,0.3269230769230769,0.5454545454545454,6.018918918918919,0.8333333333333334,0.7307692307692307,1.6666666666666667,1.5833333333333333,2.25,2.8333333333333335,1.7424242424242424,290,8.25,8.083333333333334,0.22498740589227664,0.2612958443450952,0.16033153843218506,0.39523212045169387,1.2534616272116843,0.84,0.13194444444444445,3.236111111111111,1.0509259259259258,1.0740740740740742,4.220338983050848,1.215,0.196,0.146,0.05,0.048545404285687814,0.4506517690875233,0.9336479141328325,0.3912129001116813,0.28076923076923077,2.3136659911169195,0.10413702554833926,0.4236111111111111,0.8740010446774084,0.2549884558133943,0.36666666666666664,1.7795319802705671,0.12351423801091435,0.4050464807436919,1.2781736855530856,0.6842105263157895,0.17114914425427874,3.060635696821516,1.1246943765281174,1.5452322738386308,3.927536231884058,-1.453,0.181,0.114,0.066,0.06886142609991942,0.4662813102119461,1.011831974185137,0.24473137212119797,0.2692307692307692,2.3012640689029835,0.07235488327951123,0.4254278728606357,0.876066747819527,0.23166406344891896,0.3875739644970414,1.8122699234587283,228.3,730.93,0.22942634910511345,0.17906295593382782,0.05036339317128563,1.263546566550774,1.2865885181884469,5.550433552795958,5.60090769677951,0.2623147374683464,17.22533442708808,0.2677233481429324,16.509606468814166,2.7982721471832885,2.789828137003157,0.008444010180131745
Arkansas State,12,0.5647058823529412,7.885294117647059,13.963541666666666,0.023529411764705882,4.224537037037037,1,0.3419354838709677,0.3684210526315789,62,10.054054054054054,25,9.647058823529411,375.5,223.41666666666666,152.08333333333334,19.916666666666668,5.83678756476684,0.5,68,18.666666666666668,24,476.5,76.16666666666667,0.3631578947368421,0.7083333333333334,6.256017505470459,0.7727272727272727,0.68,1.4166666666666667,1.4166666666666667,2.8333333333333335,3.5,6.472972972972973,185,8.083333333333334,8.25,0.22814972277336343,0.25464148242587015,0.1461591557491061,0.40234375,1.3596371847811217,0.7083333333333334,0.1745635910224439,3.0576059850374064,1.1521197007481296,1.2394014962593516,3.342857142857143,1.419,0.168,0.102,0.066,0.10316168759728753,0.4506769825918762,1.0996600812911186,0.23472366186261293,0.30278884462151395,2.1566722520596837,0.11660008366853249,0.4114713216957606,1.0407571287684225,0.23985494077991648,0.4,1.725020582295673,0.22707238659357196,0.4295774647887324,1.288084679567208,0.8153846153846154,0.16359447004608296,3.006221198156682,1.1428571428571428,1.7926267281105992,4.094594594594595,-1.178,0.156,0.107,0.049,0.1809009566421198,0.4974704890387858,1.082051358928429,0.3327853516947732,0.27413127413127414,2.1441386174325574,0.16868644344789085,0.4400921658986175,1.053459794787046,0.29847290411659605,0.4227053140096618,1.5441609823844131,168.05,487.4,0.19281241657467063,0.2522912684569197,-0.05947885188224905,1.3126847622548294,1.285566786236944,5.95582124680894,5.921342128356548,0.266511080607298,18.122753481296265,0.29482231047249113,22.455632647654742,2.8575518116323484,2.8542217329420128,0.003330078690335636
Army,12,0.5060975609756098,7.524390243902439,14.867469879518072,0.06707317073170732,4.371727748691099,1.8333333333333333,0.3782051282051282,0.5882352941176471,36.25,9.25531914893617,17.153846153846153,13.545454545454545,311.5833333333333,102.83333333333333,208.75,16.25,5.073270013568521,0.75,60.25,13.166666666666666,15.833333333333334,386.9166666666667,60.916666666666664,0.37662337662337664,0.46153846153846156,6.351573187414501,0.8,0.7058823529411765,1,1,1.9166666666666667,2.0833333333333335,2.4716981132075473,51,4.916666666666667,6.083333333333334,0.2375495913222474,0.25311960136912254,0.1234607374922563,0.4117647058823529,1.0744252431091366,0.828125,0.1125,3.400357142857143,1.0017857142857143,0.7571428571428571,3.0655737704918034,1.59,0.128,0.092,0.036,0.13593314080957922,0.48565965583174,0.9299336494551539,0.09209983876648764,0.22596153846153846,1.8552947066859786,0.11226676039373648,0.42857142857142855,0.8514174383349556,0.2968618947037735,0.37888198757763975,1.9518329995977168,0.22314766420406945,0.4587280108254398,1.1883624184844546,0.6595744680851063,0.13317191283292978,3.4569007263922518,1.1864406779661016,1.5157384987893463,2.5774647887323945,-1.644,0.127,0.09,0.037,0.18983137924379528,0.515828677839851,0.9676498084046063,0.3117162039251944,0.3069306930693069,2.1744494022282925,0.24629730894532523,0.4721549636803874,1.0112984853931353,0.26936379232380825,0.4528301886792453,1.4281364945456163,110.02,0,0.17509097898896725,0.25850533210891713,-0.08341435311994988,1.2016668101917203,1.2473074928379178,5.385727496236422,6.176997203783102,0.22924278184697247,13.811877606280092,0.2623407029467986,15.980921154509149,2.8344656935239443,2.924954211166971,-0.09048851764302679
Auburn,12,0.610909090909091,6.8545454545454545,11.220238095238095,0.04,4.981171548117155,1.3333333333333333,0.33557046979865773,0.5,44.5,7.970149253731344,20.833333333333332,9.818181818181818,355.5,157.08333333333334,198.41666666666666,18.416666666666668,5.665338645418327,0.9166666666666666,67.75,20.166666666666668,17.166666666666668,394.5,67.08333333333333,0.29012345679012347,0.5454545454545454,5.880745341614907,1,0.7,1.0833333333333333,1.1666666666666667,3.1666666666666665,2.5833333333333335,3.8955223880597014,194,6.416666666666666,6.583333333333334,0.22485296500982202,0.28402058116739065,0.19094228921560485,0.44133333333333336,1.2195291497182181,0.7358490566037735,0.18018018018018017,3.1693693693693694,1.3040540540540542,1.6013513513513513,4.015873015873016,1.363,0.172,0.116,0.056,0.20666313491178356,0.5251937984496124,1.060085136758108,0.15627580896249285,0.2564102564102564,1.9396846082547168,0.2253347455701967,0.49099099099099097,1.0021829499649053,0.19251998955138971,0.3779264214046823,1.6388342076493883,0.14593656878540265,0.4023746701846966,1.2726748620997521,0.8409090909090909,0.18204488778054864,2.957356608478803,1.1795511221945136,1.5760598503740648,3.6153846153846154,-1.347,0.179,0.111,0.069,0.06368141608670591,0.46028513238289204,0.9576832909364318,0.2971997896657776,0.2958801498127341,2.1737899897315294,0.11364295570529355,0.4314214463840399,0.9183204675874543,0.2054288522399342,0.37714285714285717,1.7370938791499604,242.9,770.94,0.23703125322976593,0.13179336814530845,0.10523788508445747,1.2607965503949692,1.2887120523154707,5.922457200117355,5.347056034142539,0.31384352327803433,21.262898702086826,0.22690988709799523,15.221871592823845,2.8208596600247535,2.844090408540473,-0.02323074851571949
