team,games_PY3,completion_pct_PY3,pass_ypa_PY3,pass_ypr_PY3,int_pct_PY3,rush_ypc_PY3,turnovers_pg_PY3,third_conv_rate_PY3,fourth_conv_rate_PY3,penalty_yds_pg_PY3,yards_per_penalty_PY3,kick_return_avg_PY3,punt_return_avg_PY3,total_yds_pg_PY3,pass_yds_pg_PY3,rush_yds_pg_PY3,first_downs_pg_PY3,off_ypp_PY3,def_interceptions_pg_PY3,off_plays_pg_PY3,off_ppg_PY3,def_ppg_PY3,def_yds_pg_PY3,def_plays_pg_PY3,def_third_conv_rate_PY3,def_fourth_conv_rate_PY3,def_ypp_PY3,fg_rate_PY3,fg_rate_allowed_PY3,fg_made_pg_PY3,fg_made_pg_allowed_PY3,xpts_pg_PY3,xpts_allowed_pg_PY3,kick_return_yds_avg_allowed_PY3,punt_return_yds_avg_allowed_PY3,st_ppg_PY3,st_ppg_allowed_PY3,oppdef_ppa_PY3,oppoff_ppa_PY3,off_ppa_PY3,off_success_rate_PY3,off_explosiveness_PY3,off_power_success_PY3,off_stuff_rate_PY3,off_line_yds_PY3,off_second_lvl_yds_PY3,off_open_field_yds_PY3,off_pts_per_opp_PY3,off_field_pos_avg_predicted_points_PY3,off_havoc_total_PY3,off_havoc_front_seven_PY3,off_havoc_db_PY3,off_standard_downs_ppa_PY3,off_standard_downs_success_rate_PY3,off_standard_downs_explosiveness_PY3,off_passing_downs_ppa_PY3,off_passing_downs_success_rate_PY3,off_passing_downs_explosiveness_PY3,off_rushing_plays_ppa_PY3,off_rushing_plays_success_rate_PY3,off_rushing_plays_explosiveness_PY3,off_passing_plays_ppa_PY3,off_passing_plays_success_rate_PY3,off_passing_plays_explosiveness_PY3,def_ppa_PY3,def_success_rate_PY3,def_explosiveness_PY3,def_power_success_PY3,def_stuff_rate_PY3,def_line_yds_PY3,def_second_lvl_yds_PY3,def_open_field_yds_PY3,def_pts_per_opp_PY3,def_field_pos_avg_predicted_points_PY3,def_havoc_total_PY3,def_havoc_front_seven_PY3,def_havoc_db_PY3,def_standard_downs_ppa_PY3,def_standard_downs_success_rate_PY3,def_standard_downs_explosiveness_PY3,def_passing_downs_ppa_PY3,def_passing_downs_success_rate_PY3,def_passing_downs_explosiveness_PY3,def_rushing_plays_ppa_PY3,def_rushing_plays_success_rate_PY3,def_rushing_plays_explosiveness_PY3,def_passing_plays_ppa_PY3,def_passing_plays_success_rate_PY3,def_passing_plays_explosiveness_PY3,recruit_pts_PY3,talent_PY3,adj_off_ppa_PY3,adj_def_ppa_PY3,adj_ppa_diff_PY3,adj_off_explosiveness_PY3,adj_def_explosiveness_PY3,adj_off_ypp_PY3,adj_def_ypp_PY3,adj_off_pts_per_play_PY3,adj_off_ppg_PY3,adj_def_pts_per_play_PY3,adj_def_ppg_PY3,adj_st_ppa_PY3,adj_st_ppa_allowed_PY3,net_adj_st_ppa_PY3
Air Force,12,0.4625,10.1625,21.972972972972972,0.025,5.412244897959184,1.0833333333333333,0.44375,0.7916666666666666,30.5,7.469387755102041,13.5,2.75,399.25,67.75,331.5,20.5,5.8785276073619634,0.75,70.08333333333333,22.666666666666668,10.166666666666666,288.1666666666667,52.25,0.2857142857142857,0.38095238095238093,5.515151515151516,0.7619047619047619,0.75,1.3333333333333333,1,3.3333333333333335,1.25,8.328358208955224,148,7.333333333333334,4.25,0.23980241524019383,0.17833236148307227,0.301785032215062,0.5019505851755527,1.0620755883858488,0.8292682926829268,0.08235294117647059,3.6758823529411764,1.098529411764706,1.4676470588235293,4.26984126984127,1.367,0.099,0.083,0.016,0.27745849903320985,0.5618556701030928,0.8862102098028042,0.3774964884280991,0.3155080213903743,2.0367870934139107,0.3032348198120527,0.5220588235294118,0.9379400525840845,0.37384636828231105,0.36046511627906974,2.4836276919221834,0.08839581603777087,0.4010152284263959,1.1027745732438825,0.5588235294117647,0.1382636655948553,3.1688102893890675,1.0289389067524115,0.9421221864951769,3.375,-1.277,0.193,0.124,0.069,0.049306740252679414,0.47869674185463656,0.9025722056523033,0.16962780165366406,0.23958333333333334,1.934049621287179,0.06018157236757493,0.40192926045016075,0.8651639097770256,0.22994894761458518,0.417910447761194,1.3679650458631425,110.12,0,0.288149954151823,0.19720492252283803,0.09094503162898496,1.1987677396364227,1.2387064707315512,6.103273813895297,5.816095259363713,0.30891537561126364,21.64981924075606,0.24764333896218096,12.939364460773955,2.9222028572679806,2.8008542657245235,0.12134859154345712
Akron,12,0.6477024070021882,6.835886214442013,10.554054054054054,0.02188183807439825,2.9482758620689653,1.8333333333333333,0.33548387096774196,0.5,54.333333333333336,9.055555555555555,20.61904761904762,5.176470588235294,345.8333333333333,260.3333333333333,85.5,21.166666666666668,5.15527950310559,0.6666666666666666,67.75,15,23.5,384.9166666666667,61.916666666666664,0.30344827586206896,0.5833333333333334,6.2166890982503364,0.6363636363636364,0.7894736842105263,1.1666666666666667,1.25,1.5833333333333333,3,19.472727272727273,923,5.083333333333333,6.75,0.22729413866354758,0.23535882091795518,0.07319895643843846,0.40991535671100365,1.1627215909732214,0.7954545454545454,0.17049180327868851,3.0475409836065572,1.0262295081967212,0.940983606557377,3.0405405405405403,1.26,0.224,0.149,0.075,0.021760600583942233,0.47653429602888087,0.8899550294126106,0.17758301923474218,0.27472527472527475,2.1228598876665714,-0.053213427946094696,0.4360655737704918,0.6949916368710624,0.19470546955591678,0.40313111545988256,1.464702580757625,0.24398792754678572,0.4416445623342175,1.319360845258805,0.7066666666666667,0.1687041564792176,3.097799511002445,1.078239608801956,1.0635696821515892,4.1875,-1.516,0.151,0.089,0.062,0.1817942553527268,0.4981060606060606,1.0998505738846573,0.38928995815945433,0.30973451327433627,2.1440922934216737,0.1583877223829221,0.43765281173594134,1.0371212420331617,0.3804850458262145,0.45294117647058824,1.6474185658912086,81.7,456.15,0.18436842551970084,0.25910791811106676,-0.07473949259136592,1.2503899294340783,1.3001671339124807,5.453287700999819,6.100768552785895,0.2543974553251583,17.235427598279475,0.3442809414817601,21.31672829341231,2.890655404050738,2.839259011219575,0.05139639283116315
Alabama,12,0.6370192307692307,8.026442307692308,12.6,0.019230769230769232,5.574117647058824,1.3333333333333333,0.4605263157894737,0.6,70.66666666666667,8.653061224489797,17.94736842105263,15.206896551724139,475.6666666666667,278.25,197.41666666666666,24.416666666666668,6.787158145065399,0.4166666666666667,74.08333333333333,31.666666666666668,13.833333333333334,353.4166666666667,74.25,0.2923076923076923,0.38461538461538464,4.759820426487093,0.8461538461538461,0.8421052631578947,1.8333333333333333,1.3333333333333333,5,1.8333333333333333,6.595959595959596,290,10.5,6.833333333333333,0.20219055627091223,0.2498171888942702,0.28636791354239854,0.47387173396674587,1.3336398944724364,0.7254901960784313,0.19164619164619165,2.9705159705159705,1.3513513513513513,2.108108108108108,4.704545454545454,1.498,0.14,0.095,0.045,0.1611100853156161,0.5041876046901173,1.0319254124721073,0.5915880092623541,0.4,2.260334374902018,0.20542624816319052,0.47174447174447176,1.0560386828184634,0.3620995406903012,0.47586206896551725,1.591125076296411,0.011499344852645114,0.38106796116504854,1.1028323021558202,0.6721311475409836,0.2185089974293059,2.8753213367609254,1.0308483290488433,0.7892030848329049,3.576923076923077,-1.141,0.188,0.117,0.072,-0.007307945347749601,0.45143884892086333,0.9022768289920192,0.05051745437286699,0.23507462686567165,1.9018707746020749,0.062033888501896624,0.4190231362467866,0.8730415519455716,-0.002289977652798531,0.34872979214780603,1.3508845689390687,322.25,1016.79,0.36497854156352805,0.05603995391099231,0.30893858765253573,1.3257817373749183,1.2200042982946804,7.179755848316759,4.450832581755988,0.4167443017247378,30.873807019440992,0.18982734665600148,14.09468048920811,2.8254673322976838,2.809954607410031,0.015512724887652762
App State,12,0.6312849162011173,8.393854748603353,13.29646017699115,0.01675977653631285,5.187763713080169,0.9166666666666666,0.391025641025641,0.4864864864864865,50.333333333333336,9.151515151515152,24.964285714285715,4.875,455.3333333333333,250.41666666666666,204.91666666666666,23,6.5673076923076925,0.5833333333333334,71.58333333333333,27.833333333333332,19.333333333333332,371.0833333333333,65.83333333333333,0.38461538461538464,0.631578947368421,5.6367088607594935,0.75,0.6923076923076923,0.75,0.75,4,2.9166666666666665,7.666666666666667,30,7.25,6.166666666666666,0.21066995792544976,0.2122013061915835,0.2561197762970913,0.45664739884393063,1.285968330492176,0.7058823529411765,0.12738853503184713,3.3989384288747346,1.2314225053078556,1.4883227176220808,4.166666666666667,1.552,0.108,0.066,0.042,0.2307909005101894,0.5195439739413681,1.0820768421409583,0.3180796557120626,0.30278884462151395,2.1417760250189986,0.2434449084700271,0.4840764331210191,0.9752970344664892,0.31170724402812106,0.42783505154639173,1.7047871833855854,0.17887160936725363,0.4120603015075377,1.2832488424794455,0.7288135593220338,0.15365239294710328,3.005037783375315,0.9798488664987406,1.0075566750629723,4.095238095238095,-1.209,0.168,0.112,0.057,0.089997232071822,0.4626865671641791,0.9991428825153675,0.3620895564070666,0.3076923076923077,2.1639773183680866,0.08510020133259183,0.4005037783375315,1.0067255188076847,0.31318995159758695,0.4300254452926209,1.5434098393067233,144.67,456.66,0.29098872871940307,0.24434058257866798,0.04664814614073509,1.289364399946331,1.2971766220488203,6.601032010080122,5.819837078431376,0.37108040790643176,26.563172532635406,0.3070839376751328,20.216359230279576,2.848291272228173,2.781176151420241,0.06711512080793192
Arizona,12,0.616557734204793,8.324618736383442,13.501766784452297,0.02832244008714597,4.909090909090909,1.75,0.4217687074829932,0.43478260869565216,50,9.23076923076923,17.7,7.153846153846154,462.4166666666667,318.4166666666667,144,24.083333333333332,6.842170160295931,0.3333333333333333,65,23,29.166666666666668,465.25,68.5,0.40601503759398494,0.4782608695652174,6.791970802919708,0.9,0.6363636363636364,1.5,0.5833333333333334,3.1666666666666665,4.416666666666667,7.684931506849315,156,8.166666666666666,6.166666666666667,0.24583009394667138,0.2936494308451226,0.2549665014847535,0.4728877679697352,1.3599636094276408,0.673469387755102,0.1753846153846154,3.306769230769231,1.4738461538461538,1.7046153846153846,3.8941176470588235,1.208,0.159,0.084,0.074,0.15602347446406947,0.5168738898756661,1.110708950670074,0.49716182414842797,0.3652173913043478,2.22345296298064,0.16920751571001127,0.5230769230769231,0.9180187418445975,0.37024055263555744,0.4485776805251641,1.7264544752282134,0.31730315733812975,0.5302663438256658,1.1339302907233495,0.7848101265822784,0.14420803782505912,3.642789598108747,1.4302600472813238,1.640661938534279,4.476744186046512,-1.371,0.13,0.085,0.045,0.2515300773811265,0.5798045602605864,0.9562166902794755,0.5077968889117147,0.3867924528301887,1.9054673853333386,0.2720751002127669,0.5626477541371159,0.9116319101802978,0.3897561945012316,0.5012531328320802,1.398465363569581,224.38,652.06,0.32433236463528936,0.29322582434306826,0.031106540292221097,1.3358858195322927,1.240501489223507,6.961664812103121,6.280187912043964,0.34257584149830406,22.267429697389765,0.3649633819679028,24.999991664801342,2.8426064233490376,2.8105825792418826,0.032023844107154975
Arizona State,12,0.6699751861042184,7.5012406947890815,11.196296296296296,0.02481389578163772,4.2155844155844155,1.5,0.39072847682119205,0.631578947368421,72.33333333333333,9.977011494252874,22.264705882352942,3.3157894736842106,387.1666666666667,251.91666666666666,135.25,21.166666666666668,5.895939086294416,0.9166666666666666,64.58333333333333,21.166666666666668,22.833333333333332,428.25,68.08333333333333,0.44936708860759494,0.3125,6.290085679314566,0.7857142857142857,0.8947368421052632,0.9166666666666666,1.4166666666666667,2.5833333333333335,3.5,13.535714285714286,509,5.833333333333334,7.75,0.26405201766905506,0.28145936639161045,0.22573213597958572,0.44501278772378516,1.2394278651078066,0.74,0.18309859154929578,3.1985915492957746,1.1887323943661972,1.3211267605633803,4.013888888888889,1.21,0.162,0.105,0.058,0.13612815941782172,0.4934823091247672,0.9699180680280957,0.42212942338230924,0.33877551020408164,2.099910952169534,0.17124973564125914,0.4704225352112676,0.9328954460743429,0.30716245140101367,0.430952380952381,1.5222505942712783,0.23884716049134352,0.4650602409638554,1.2134533267840169,0.7966101694915254,0.1407766990291262,3.4422330097087377,1.2718446601941749,1.7014563106796117,3.8850574712643677,-1.548,0.145,0.078,0.066,0.245603668214309,0.5291181364392679,1.0863300165901872,0.2211150157686262,0.29694323144104806,1.8079417479845732,0.3050401461478098,0.5024271844660194,1.054859057047462,0.2257803681405632,0.4398034398034398,1.3968556387139992,120.17,670.18,0.2621607833416607,0.24563717564048548,0.016523607701175225,1.2696077931398873,1.2555276681573075,5.98603426732704,5.985722648749548,0.3104152342694664,20.047650546569702,0.30798965835379566,20.96896257292092,2.779769602031223,2.8061434983356226,-0.02637389630439957
Arkansas,12,0.6452599388379205,8.422018348623853,13.052132701421801,0.01834862385321101,4.85740072202166,1.3333333333333333,0.45251396648044695,0.45,55.166666666666664,8.710526315789474,17.571428571428573,10.6,453.75,229.5,224.25,23.5,6.180476730987515,0.5833333333333334,79.16666666666667,26.833333333333332,26,503.8333333333333,77.25,0.3862433862433862,0.45,6.522114347357066,0.8125,0.6521739130434783,1.0833333333333333,1.25,4.083333333333333,3.0833333333333335,4.373333333333333,217,7.333333333333333,7.333333333333334,0.19626543190523865,0.2697513969688505,0.1988371257315635,0.4536082474226804,1.226850129476209,0.7236842105263158,0.19047619047619047,3.243809523809524,1.3123809523809524,1.502857142857143,4.157894736842105,1.246,0.166,0.115,0.052,0.09866804143146805,0.5016393442622951,0.9759515676971722,0.43116846194091035,0.34220532319391633,2.0799052395249347,0.07995516082472376,0.48,0.857141884420149,0.4190434813429987,0.42105263157894735,1.8738395583243144,0.23867295571660324,0.4331360946745562,1.373884547271504,0.7457627118644068,0.16587677725118483,3.159004739336493,1.1398104265402844,1.8270142180094786,3.5875,-1.245,0.172,0.111,0.06,0.13619166940051913,0.47703180212014135,1.0853245939067957,0.4465740598560427,0.34408602150537637,2.1854594161097465,0.23947964888210885,0.46919431279620855,1.0701472135273504,0.27955625220143066,0.4009546539379475,1.7318606906128278,217.69,741.06,0.3138265548303547,0.2372960792335463,0.07653047559680842,1.307316691156694,1.3351100221846464,6.875324441375708,5.975820362456688,0.35229457617807447,27.88998728076423,0.29118220605833545,22.493825418006413,2.827431184366142,2.8820770707293604,-0.05464588636321821
Arkansas State,12,0.6237373737373737,6.871212121212121,11.016194331983806,0.012626262626262626,2.7769028871391077,0.75,0.2934131736526946,0.6086956521739131,54.5,9.617647058823529,21.686274509803923,5.647058823529412,314.9166666666667,226.75,88.16666666666667,17.166666666666668,4.863577863577864,0.5,64.16666666666667,16.166666666666668,24.5,408.5,68.33333333333333,0.3333333333333333,0.5,5.978048780487805,0.9444444444444444,0.75,1.4166666666666667,0.75,2.0833333333333335,3.1666666666666665,6.846153846153846,260,6.833333333333334,5.416666666666666,0.1800010289819734,0.19751447988940354,0.09468889563080822,0.36304909560723514,1.3187191915804068,0.7777777777777778,0.2824207492795389,2.3005763688760807,0.9538904899135446,1.0057636887608068,3.4776119402985075,1.374,0.212,0.155,0.057,0.04038335517719278,0.42557651991614254,1.0501395932884316,0.18190688484419057,0.26262626262626265,2.0177148127761884,-0.01029784208676249,0.36023054755043227,0.9899176178860071,0.19431779542588987,0.36879432624113473,1.5821819910150219,0.21028047343654835,0.4280532043530834,1.2961658615401117,0.7580645161290323,0.20217391304347826,2.882391304347826,1.0195652173913043,1.0391304347826087,4.582089552238806,-1.241,0.177,0.116,0.06,0.18553888737804425,0.49110320284697506,1.0871182651068274,0.26275130877571556,0.2943396226415094,2.0358727412271174,0.13409012188017347,0.44782608695652176,0.9416634207133567,0.35403041758596987,0.4111111111111111,1.7895949345827569,166.63,471.65,0.1647119816235266,0.2696177286404311,-0.1049057470169045,1.3071656250272372,1.2983585543834575,5.353160052838537,6.080535939357605,0.2780257838439314,17.839987796652267,0.3461667109230331,23.65472524640726,2.8240362912314825,2.9091865084740487,-0.08515021724256622
Army,12,0.40384615384615385,8.884615384615385,22,0.038461538461538464,5.3751937984496125,1,0.44025157232704404,0.5333333333333333,38.75,8.017241379310345,16.23076923076923,11.133333333333333,365.9166666666667,77,288.9166666666667,17.583333333333332,5.862483311081442,0.8333333333333334,61.583333333333336,21.5,17,362.5833333333333,61.083333333333336,0.3381294964028777,0.42857142857142855,5.935879945429741,0.8,0.6875,0.6666666666666666,0.9166666666666666,3.0833333333333335,2.5833333333333335,7.476190476190476,60,5.083333333333334,6.833333333333334,0.2308399671311817,0.21720428315957535,0.24315473906676463,0.44666666666666666,1.12560918876653,0.7325581395348837,0.09794628751974724,3.378041074249605,1.0031595576619272,1.5687203791469193,4.245614035087719,1.404,0.109,0.08,0.029,0.22044724124561527,0.5241502683363148,0.9622376953185264,0.3096128086061495,0.2198952879581152,2.2653198454395063,0.24496457483868783,0.4786729857819905,1.0035956728452753,0.2951700062345372,0.2831858407079646,2.2809246676459094,0.16345587031506903,0.45989304812834225,1.1133962481280888,0.75,0.13186813186813187,3.381758241758242,1.2153846153846155,1.4351648351648352,3.6875,-1.414,0.124,0.076,0.048,0.16359812850819505,0.5166666666666667,0.9377531840726524,0.163086546159838,0.3125,1.867310323073731,0.19756788206291245,0.47912087912087914,0.9144204829197027,0.2746277052656529,0.45323741007194246,1.4576559053933917,18.34,17.27,0.28043097589904115,0.25411077765334794,0.026320198245693205,1.2322326246725035,1.2013041775437074,5.946518232392205,6.040159966156009,0.3291557078871804,20.27050567738553,0.2909653723169415,17.773134825693177,2.8919473617382785,2.8185266948047025,0.07342066693357596
Auburn,12,0.5162337662337663,6.7272727272727275,13.031446540880504,0.03896103896103896,5.061475409836065,1.8333333333333333,0.3595505617977528,0.5909090909090909,57.333333333333336,7.644444444444445,16.5,8.5,378.5,172.66666666666666,205.83333333333334,18.083333333333332,5.706030150753769,0.5,64.83333333333333,17.166666666666668,21.5,388.1666666666667,70.5,0.3389830508474576,0.4166666666666667,5.505910165484633,0.782608695652174,0.7368421052631579,1.5,1.1666666666666667,2.25,3.25,10.887096774193548,154,6.75,7.25,0.16008072518871766,0.28955987535882566,0.16190924011343946,0.3843236409608091,1.3956854425607679,0.8269230769230769,0.21739130434782608,2.9684782608695652,1.3108695652173914,1.9173913043478261,3.739130434782609,1.345,0.185,0.133,0.052,0.11843226280970363,0.45,1.115332016349614,0.23661195025731543,0.27147766323024053,2.19416039063051,0.1804068140733077,0.42391304347826086,1.1807535932174396,0.15400605778204643,0.3353846153846154,1.7801965491841536,0.1650742486459748,0.42303172737955347,1.203961345298555,0.7619047619047619,0.17535545023696683,3.087440758293839,1.132701421800948,1.4075829383886256,4.565217391304348,-1.474,0.15,0.095,0.055,0.07780064877879159,0.47771836007130125,0.9175983455673354,0.33390352287180164,0.31724137931034485,2.038149214080803,0.18296250503182165,0.471563981042654,0.9493018342499426,0.1475877502011532,0.37616822429906543,1.5187268278990136,229.35,783.87,0.2861392928262334,0.13842466127749914,0.14771463154873427,1.3622202329589619,1.2518166983326862,6.545930066780314,4.978183966886776,0.3165410979775462,20.52241451887758,0.2693530528348727,18.989390224858525,2.8398557092653722,2.8284634386243606,0.01139227064101167
