season,games,VoA_MAE,vegas_MAE,VoA_FBS_MAE,vegas_FBS_MAE,VoA_FCS_MAE,vegas_FCS_MAE,VoA_MSE,vegas_MSE,VoA_FBS_MSE,vegas_FBS_MSE,VoA_FCS_MSE,vegas_FCS_MSE,VoA_RMSE,vegas_RMSE,VoA_FBS_RMSE,vegas_FBS_RMSE,VoA_FCS_RMSE,vegas_FCS_RMSE,VoA_win_pct,vegas_win_pct,VoA_FBS_win_pct,vegas_FBS_win_pct,VoA_FCS_win_pct,vegas_FCS_win_pct,VoA_ATS_win_pct,VoA_FBS_ATS_win_pct,VoA_FCS_ATS_win_pct,VoA_AEATS_win_pct,VoA_FBS_AEATS_win_pct,VoA_FCS_AEATS_win_pct
2026,871,15.030962756102785,11.741091954022988,13.163978038533998,11.184996220710508,14.760127302357391,12.457034938621343,376.2285225076548,219.9998004469987,288.77627522686447,202.05739795918365,364.18962923292156,246.1098520616934,19.39661110884205,14.832390247259498,16.993418585642633,14.214689513288134,19.083753017499507,15.68788870631397,0.78300803673938,0.8369690011481056,0.7913832199546486,0.8299319727891157,0.7620396600566572,0.8045325779036827,0.4626865671641791,0.48072562358276644,0.48441926345609065,0.37543053960964407,0.3877551020408163,0.39943342776203966
