week,games,mean_VoA_AE,mean_vegas_AE,mean_se,mean_vegas_SE,RMSE,vegas_RMSE,straight_up_win_pct,vegas_straight_up_win_pct,ATS_win_pct,AE_ATS_win_pct
1,96,17.838546328671946,13.633680555555555,474.7969009587583,272.6513310185185,21.78983480797315,16.51215706740093,0.8854166666666667,0.8958333333333333,0.39583333333333337,0.33333333333333337
