season,mean_ae,mean_vegas_ae,mean_se,mean_vegas_se,RMSE,vegas_RMSE,straight_up_win_pct,vegas_straight_up_win_pct,ATS_win_pct,AE_ATS_win_pct
2024,14.307016200413543,11.953621581670363,323.3847542661103,235.65285476718404,17.98290171985907,15.35098872278864,0.6895787139689579,0.7361419068736141,0.4745011086474501,0.3924611973392461
