week,mean_ae,mean_vegas_ae,mean_se,mean_vegas_se,RMSE,vegas_RMSE,straight_up_win_pct,ATS_win_pct,AE_ATS_win_pct
1,17.233948141272492,12.727941176470589,474.2844712807346,256.3016748366013,21.778073176494164,16.009424562944208,0.6176470588235294,0.4705882352941176,0.38235294117647056
2,14.328694411600358,11.928030303030305,316.78009959654935,235.76199494949495,17.79831732486387,15.35454313711401,0.6136363636363636,0.4545454545454546,0.3863636363636363
3,16.338994554041236,13.243589743589745,458.41815448944624,271.7596153846154,21.410701868211753,16.4851331624775,0.8076923076923077,0.40384615384615385,0.34615384615384615
4,12.977781275636625,12.452160493827162,263.1953388727969,254.5778034979424,16.22329617780545,15.955494461092156,0.6851851851851852,0.5555555555555556,0.4444444444444444
5,13.949459006094113,11.79647435897436,313.0494252208093,244.04714209401712,17.693202797142447,15.622008260592398,0.6730769230769231,0.5384615384615384,0.4230769230769231
6,15.65984425466513,12.161458333333334,356.22317193363733,244.21426504629628,18.873875381956864,15.627356303812116,0.625,0.4166666666666667,0.3333333333333333
