id,season,week,completed,home_team,home_classification,home_points,away_team,away_classification,away_points,result,winner,mean_spread,home_moneyline,away_moneyline,proj_margin,VoA_AE,vegas_AE,VoA_SE,vegas_SE,VoA_correct_winner,vegas_correct_winner,VoA_ATS_winner,VoA_AEATS_winner
401856661,2026,1,true,Ole Miss,fbs,41,Louisville,fbs,38,-3,Ole Miss,-6.5,-258,210,-15.79382550933461,12.79382550933461,3.5,163.681971163301,12.25,1,1,0,0
401858212,2026,1,true,Florida State,fbs,24,SMU,fbs,27,3,SMU,3.0,130,-155,0.43648657123281787,2.563513428767182,0.0,6.5716010994696745,0.0,1,1,0,0
401858212,2026,1,true,Florida State,fbs,24,SMU,fbs,27,3,SMU,3.0,145,-170,0.43648657123281787,2.563513428767182,0.0,6.5716010994696745,0.0,1,1,0,0
401858212,2026,1,true,Florida State,fbs,24,SMU,fbs,27,3,SMU,3.0,,,0.43648657123281787,2.563513428767182,0.0,6.5716010994696745,0.0,1,1,0,0
401858214,2026,2,true,Boston College,fbs,28,Rutgers,fbs,21,-7,Boston College,-3.0,-148,124,-0.9038942877258451,6.096105712274155,4.0,37.162504855221584,16.0,1,1,0,0
401858214,2026,2,true,Boston College,fbs,28,Rutgers,fbs,21,-7,Boston College,-3.0,-170,145,-0.9038942877258451,6.096105712274155,4.0,37.162504855221584,16.0,1,1,0,0
401858214,2026,2,true,Boston College,fbs,28,Rutgers,fbs,21,-7,Boston College,-3.0,,,-0.9038942877258451,6.096105712274155,4.0,37.162504855221584,16.0,1,1,0,0
401856678,2026,2,true,Kansas,fbs,21,Missouri,fbs,38,17,Missouri,4.0,160,-192,2.574294016349816,14.425705983650184,13.0,208.10099312672074,169.0,1,1,0,0
401856678,2026,2,true,Kansas,fbs,21,Missouri,fbs,38,17,Missouri,4.0,175,-210,2.574294016349816,14.425705983650184,13.0,208.10099312672074,169.0,1,1,0,0
401856678,2026,2,true,Kansas,fbs,21,Missouri,fbs,38,17,Missouri,4.0,,,2.574294016349816,14.425705983650184,13.0,208.10099312672074,169.0,1,1,0,0
401858442,2026,2,true,Temple,fbs,9,Penn State,fbs,27,18,Penn State,24.5,1300,-2800,29.293488307564132,11.293488307564132,6.5,127.54287815308777,42.25,1,1,0,0
401858442,2026,2,true,Temple,fbs,9,Penn State,fbs,27,18,Penn State,24.0,1100,-3300,29.293488307564132,11.293488307564132,6.0,127.54287815308777,36.0,1,1,0,0
401858442,2026,2,true,Temple,fbs,9,Penn State,fbs,27,18,Penn State,24.5,,,29.293488307564132,11.293488307564132,6.5,127.54287815308777,42.25,1,1,0,0
401856683,2026,2,true,Texas A&M,fbs,48,Arizona State,fbs,20,-28,Texas A&M,-14.5,-750,525,-19.048496847368757,8.951503152631243,13.5,80.1294086915671,182.25,1,1,1,1
401856683,2026,2,true,Texas A&M,fbs,48,Arizona State,fbs,20,-28,Texas A&M,-15.0,-650,450,-19.048496847368757,8.951503152631243,13.0,80.1294086915671,169.0,1,1,1,1
401856683,2026,2,true,Texas A&M,fbs,48,Arizona State,fbs,20,-28,Texas A&M,-15.5,,,-19.048496847368757,8.951503152631243,12.5,80.1294086915671,156.25,1,1,1,1
401858224,2026,2,true,Purdue,fbs,36,Wake Forest,fbs,38,2,Wake Forest,3.0,124,-148,8.340320235359908,6.340320235359908,1.0,40.199660686914314,1.0,1,1,0,0
401858224,2026,2,true,Purdue,fbs,36,Wake Forest,fbs,38,2,Wake Forest,2.5,160,-185,8.340320235359908,6.340320235359908,0.5,40.199660686914314,0.25,1,1,0,0
401858224,2026,2,true,Purdue,fbs,36,Wake Forest,fbs,38,2,Wake Forest,2.5,,,8.340320235359908,6.340320235359908,0.5,40.199660686914314,0.25,1,1,0,0
401862702,2026,2,true,Army,fbs,24,South Florida,fbs,28,4,South Florida,-3.0,-166,140,10.54835875239635,6.54835875239635,7.0,42.88100235008588,49.0,1,0,1,1
401862702,2026,2,true,Army,fbs,24,South Florida,fbs,28,4,South Florida,-3.0,-175,150,10.54835875239635,6.54835875239635,7.0,42.88100235008588,49.0,1,0,1,1
401862702,2026,2,true,Army,fbs,24,South Florida,fbs,28,4,South Florida,-3.0,,,10.54835875239635,6.54835875239635,7.0,42.88100235008588,49.0,1,0,1,1
401856679,2026,2,true,Michigan,fbs,17,Oklahoma,fbs,10,-7,Michigan,5.5,170,-205,-4.268847659330403,2.7311523406695972,12.5,7.45919310794502,156.25,1,0,1,1
401856679,2026,2,true,Michigan,fbs,17,Oklahoma,fbs,10,-7,Michigan,4.5,175,-210,-4.268847659330403,2.7311523406695972,11.5,7.45919310794502,132.25,1,0,1,1
401856679,2026,2,true,Michigan,fbs,17,Oklahoma,fbs,10,-7,Michigan,5.5,,,-4.268847659330403,2.7311523406695972,12.5,7.45919310794502,156.25,1,0,1,1
401856782,2026,2,true,Oklahoma State,fbs,39,Oregon,fbs,31,-8,Oklahoma State,23.5,1100,-2100,46.340777037083754,54.340777037083754,31.5,2952.920048994049,992.25,0,0,0,0
401856782,2026,2,true,Oklahoma State,fbs,39,Oregon,fbs,31,-8,Oklahoma State,24.0,1000,-2200,46.340777037083754,54.340777037083754,32.0,2952.920048994049,1024.0,0,0,0,0
401856782,2026,2,true,Oklahoma State,fbs,39,Oregon,fbs,31,-8,Oklahoma State,24.5,,,46.340777037083754,54.340777037083754,32.5,2952.920048994049,1056.25,0,0,0,0
401856781,2026,2,true,Kansas State,fbs,34,Washington State,fbs,7,-27,Kansas State,-17.5,-1050,675,-22.74399441193166,4.256005588068341,9.5,18.113583565668943,90.25,1,1,1,1
401856781,2026,2,true,Kansas State,fbs,34,Washington State,fbs,7,-27,Kansas State,-18.0,-1100,650,-22.74399441193166,4.256005588068341,9.0,18.113583565668943,81.0,1,1,1,1
401856781,2026,2,true,Kansas State,fbs,34,Washington State,fbs,7,-27,Kansas State,-17.5,,,-22.74399441193166,4.256005588068341,9.5,18.113583565668943,90.25,1,1,1,1
401858221,2026,2,true,Virginia Tech,fbs,44,Old Dominion,fbs,21,-23,Virginia Tech,-17.5,-1000,650,-3.1683615701860455,19.831638429813953,5.5,393.29388281087364,30.25,1,1,0,0
401858221,2026,2,true,Virginia Tech,fbs,44,Old Dominion,fbs,21,-23,Virginia Tech,-18.0,-1200,700,-3.1683615701860455,19.831638429813953,5.0,393.29388281087364,25.0,1,1,0,0
401858221,2026,2,true,Virginia Tech,fbs,44,Old Dominion,fbs,21,-23,Virginia Tech,-17.5,,,-3.1683615701860455,19.831638429813953,5.5,393.29388281087364,30.25,1,1,0,0
401864571,2026,2,true,East Carolina,fbs,24,App State,fbs,27,3,App State,-6.5,-250,205,-7.3718393306082906,10.37183933060829,9.5,107.57505109995303,90.25,0,0,0,0
401864571,2026,2,true,East Carolina,fbs,24,App State,fbs,27,3,App State,-6.5,-350,275,-7.3718393306082906,10.37183933060829,9.5,107.57505109995303,90.25,0,0,0,0
401864571,2026,2,true,East Carolina,fbs,24,App State,fbs,27,3,App State,-6.5,,,-7.3718393306082906,10.37183933060829,9.5,107.57505109995303,90.25,0,0,0,0
401856673,2026,2,true,Georgia,fbs,70,Western Kentucky,fbs,20,-50,Georgia,-40.333333333333336,,,-42.88817531591388,7.111824684086123,9.666666666666664,50.578050337176684,93.4444444444444,1,1,1,1
401858216,2026,2,true,Syracuse,fbs,18,California,fbs,21,3,California,-3.5,-198,164,-9.378404519175422,12.378404519175422,6.5,153.2248984403425,42.25,0,0,0,0
401858216,2026,2,true,Syracuse,fbs,18,California,fbs,21,3,California,-4.0,-165,140,-9.378404519175422,12.378404519175422,7.0,153.2248984403425,49.0,0,0,0,0
401858216,2026,2,true,Syracuse,fbs,18,California,fbs,21,3,California,-4.0,,,-9.378404519175422,12.378404519175422,7.0,153.2248984403425,49.0,0,0,0,0
401856810,2026,2,true,BYU,fbs,28,Arizona,fbs,17,-11,BYU,-7.0,-270,220,-9.868213991690256,1.131786008309744,4.0,1.280939568605704,16.0,1,1,1,1
401856810,2026,2,true,BYU,fbs,28,Arizona,fbs,17,-11,BYU,-7.0,-310,255,-9.868213991690256,1.131786008309744,4.0,1.280939568605704,16.0,1,1,1,1
401856810,2026,2,true,BYU,fbs,28,Arizona,fbs,17,-11,BYU,-6.5,,,-9.868213991690256,1.131786008309744,4.5,1.280939568605704,20.25,1,1,1,1
401858444,2026,2,true,UConn,fbs,14,Maryland,fbs,38,24,Maryland,11.5,350,-455,-13.210214958216705,37.2102149582167,12.5,1384.6000972366942,156.25,0,1,0,0
401858444,2026,2,true,UConn,fbs,14,Maryland,fbs,38,24,Maryland,11.5,360,-500,-13.210214958216705,37.2102149582167,12.5,1384.6000972366942,156.25,0,1,0,0
401858444,2026,2,true,UConn,fbs,14,Maryland,fbs,38,24,Maryland,11.5,,,-13.210214958216705,37.2102149582167,12.5,1384.6000972366942,156.25,0,1,0,0
401860884,2026,2,true,Texas State,fbs,26,UTSA,fbs,31,5,UTSA,-2.5,-135,114,-4.201401159703013,9.201401159703014,7.5,84.66578330178397,56.25,0,0,0,0
401860884,2026,2,true,Texas State,fbs,26,UTSA,fbs,31,5,UTSA,-1.5,-110,-110,-4.201401159703013,9.201401159703014,6.5,84.66578330178397,42.25,0,0,0,0
401860884,2026,2,true,Texas State,fbs,26,UTSA,fbs,31,5,UTSA,-1.5,,,-4.201401159703013,9.201401159703014,6.5,84.66578330178397,42.25,0,0,0,0
401858440,2026,2,true,Michigan State,fbs,35,Eastern Michigan,fbs,7,-28,Michigan State,-17.5,-900,600,-16.841445456516063,11.158554543483937,10.5,124.51333949990602,110.25,1,1,0,0
401858440,2026,2,true,Michigan State,fbs,35,Eastern Michigan,fbs,7,-28,Michigan State,-17.5,-1000,625,-16.841445456516063,11.158554543483937,10.5,124.51333949990602,110.25,1,1,0,0
401858440,2026,2,true,Michigan State,fbs,35,Eastern Michigan,fbs,7,-28,Michigan State,-17.5,,,-16.841445456516063,11.158554543483937,10.5,124.51333949990602,110.25,1,1,0,0
401862708,2026,2,true,UAB,fbs,26,UL Monroe,fbs,20,-6,UAB,-9.5,-360,285,-14.871293917673196,8.871293917673196,3.5,78.69985577374544,12.25,1,1,0,0
401862708,2026,2,true,UAB,fbs,26,UL Monroe,fbs,20,-6,UAB,-9.0,-435,325,-14.871293917673196,8.871293917673196,3.0,78.69985577374544,9.0,1,1,0,0
401862708,2026,2,true,UAB,fbs,26,UL Monroe,fbs,20,-6,UAB,-9.5,,,-14.871293917673196,8.871293917673196,3.5,78.69985577374544,12.25,1,1,0,0
401856674,2026,2,true,Kentucky,fbs,17,Alabama,fbs,45,28,Alabama,8.5,285,-360,17.115085452072655,10.884914547927345,19.5,118.48136471568034,380.25,1,1,1,1
401856674,2026,2,true,Kentucky,fbs,17,Alabama,fbs,45,28,Alabama,8.0,320,-430,17.115085452072655,10.884914547927345,20.0,118.48136471568034,400.0,1,1,1,1
401856674,2026,2,true,Kentucky,fbs,17,Alabama,fbs,45,28,Alabama,9.5,,,17.115085452072655,10.884914547927345,18.5,118.48136471568034,342.25,1,1,1,1
401856677,2026,2,true,Minnesota,fbs,13,Mississippi State,fbs,38,25,Mississippi State,-1.5,-110,-110,1.6843485414131405,23.31565145858686,26.5,543.6196029383036,702.25,1,0,1,1
401856677,2026,2,true,Minnesota,fbs,13,Mississippi State,fbs,38,25,Mississippi State,-1.0,-115,-105,1.6843485414131405,23.31565145858686,26.0,543.6196029383036,676.0,1,0,1,1
401856677,2026,2,true,Minnesota,fbs,13,Mississippi State,fbs,38,25,Mississippi State,1.5,,,1.6843485414131405,23.31565145858686,23.5,543.6196029383036,552.25,1,1,1,1
401859184,2026,2,true,Notre Dame,fbs,52,Rice,fbs,0,-52,Notre Dame,-44.666666666666664,,,-45.433463856531546,6.566536143468454,7.333333333333336,43.11939692347756,53.777777777777814,1,1,1,1
401856790,2026,2,true,Pittsburgh,fbs,12,UCF,fbs,7,-5,Pittsburgh,-7.0,-298,240,-1.732426693051448,3.267573306948552,2.0,10.677035316282696,4.0,1,1,1,0
401856790,2026,2,true,Pittsburgh,fbs,12,UCF,fbs,7,-5,Pittsburgh,-7.0,-300,250,-1.732426693051448,3.267573306948552,2.0,10.677035316282696,4.0,1,1,1,0
401856790,2026,2,true,Pittsburgh,fbs,12,UCF,fbs,7,-5,Pittsburgh,-7.5,,,-1.732426693051448,3.267573306948552,2.5,10.677035316282696,6.25,1,1,1,0
401858217,2026,2,true,Illinois,fbs,27,Duke,fbs,31,4,Duke,-6.5,-250,205,-13.300421911940102,17.300421911940102,10.5,299.30459833113724,110.25,0,0,0,0
401858217,2026,2,true,Illinois,fbs,27,Duke,fbs,31,4,Duke,-6.5,-235,195,-13.300421911940102,17.300421911940102,10.5,299.30459833113724,110.25,0,0,0,0
401858217,2026,2,true,Illinois,fbs,27,Duke,fbs,31,4,Duke,-6.0,,,-13.300421911940102,17.300421911940102,10.0,299.30459833113724,100.0,0,0,0,0
401858446,2026,2,true,Washington,fbs,16,Utah State,fbs,14,-2,Washington,-28.5,-6500,2000,-26.88868112542133,24.88868112542133,26.5,619.4464481629038,702.25,1,1,1,1
401858446,2026,2,true,Washington,fbs,16,Utah State,fbs,14,-2,Washington,-28.5,-5000,1300,-26.88868112542133,24.88868112542133,26.5,619.4464481629038,702.25,1,1,1,1
401858446,2026,2,true,Washington,fbs,16,Utah State,fbs,14,-2,Washington,-28.5,,,-26.88868112542133,24.88868112542133,26.5,619.4464481629038,702.25,1,1,1,1
401862705,2026,2,true,North Texas,fbs,44,UNLV,fbs,6,-38,North Texas,3.0,124,-148,4.938866856530176,42.938866856530176,41.0,1843.7462869228257,1681.0,0,0,0,0
401862705,2026,2,true,North Texas,fbs,44,UNLV,fbs,6,-38,North Texas,2.5,160,-185,4.938866856530176,42.938866856530176,40.5,1843.7462869228257,1640.25,0,0,0,0
401862705,2026,2,true,North Texas,fbs,44,UNLV,fbs,6,-38,North Texas,3.0,,,4.938866856530176,42.938866856530176,41.0,1843.7462869228257,1681.0,0,0,0,0
401856684,2026,2,true,Vanderbilt,fbs,35,Delaware,fbs,26,-9,Vanderbilt,-20.5,-1350,800,-28.102051475200767,19.102051475200767,11.5,364.8883705612198,132.25,1,1,0,0
401856684,2026,2,true,Vanderbilt,fbs,35,Delaware,fbs,26,-9,Vanderbilt,-21.0,-1800,850,-28.102051475200767,19.102051475200767,12.0,364.8883705612198,144.0,1,1,0,0
401856684,2026,2,true,Vanderbilt,fbs,35,Delaware,fbs,26,-9,Vanderbilt,-20.5,,,-28.102051475200767,19.102051475200767,11.5,364.8883705612198,132.25,1,1,0,0
401860881,2026,2,true,Boise State,fbs,38,Memphis,fbs,20,-18,Boise State,-9.5,-360,285,6.905167467146002,24.905167467146,8.5,620.2673665665875,72.25,0,1,0,0
401860881,2026,2,true,Boise State,fbs,38,Memphis,fbs,20,-18,Boise State,-9.0,-330,265,6.905167467146002,24.905167467146,9.0,620.2673665665875,81.0,0,1,0,0
401860881,2026,2,true,Boise State,fbs,38,Memphis,fbs,20,-18,Boise State,-9.5,,,6.905167467146002,24.905167467146,8.5,620.2673665665875,72.25,0,1,0,0
401866414,2026,2,true,Florida International,fbs,33,Buffalo,fbs,20,-13,Florida International,-8.5,-345,275,-7.3147447637620076,5.6852552362379924,4.5,32.32212710117151,20.25,1,1,0,0
401866414,2026,2,true,Florida International,fbs,33,Buffalo,fbs,20,-13,Florida International,-9.0,-415,310,-7.3147447637620076,5.6852552362379924,4.0,32.32212710117151,16.0,1,1,0,0
401866414,2026,2,true,Florida International,fbs,33,Buffalo,fbs,20,-13,Florida International,-8.5,,,-7.3147447637620076,5.6852552362379924,4.5,32.32212710117151,20.25,1,1,0,0
401866418,2026,2,true,Ohio,fbs,29,Jacksonville State,fbs,27,-2,Ohio,-1.75,-125,105,-0.18456445659776577,1.8154355434022342,0.25,3.2958062122481655,0.0625,1,1,0,0
401866418,2026,2,true,Ohio,fbs,29,Jacksonville State,fbs,27,-2,Ohio,-1.5,,,-0.18456445659776577,1.8154355434022342,0.5,3.2958062122481655,0.25,1,1,0,0
401864575,2026,2,true,Tulane,fbs,28,South Alabama,fbs,24,-4,Tulane,-9.5,-360,285,-10.763991430949016,6.763991430949016,5.5,45.751580077951715,30.25,1,1,0,0
401864575,2026,2,true,Tulane,fbs,28,South Alabama,fbs,24,-4,Tulane,-9.5,-420,315,-10.763991430949016,6.763991430949016,5.5,45.751580077951715,30.25,1,1,0,0
401864575,2026,2,true,Tulane,fbs,28,South Alabama,fbs,24,-4,Tulane,-9.5,,,-10.763991430949016,6.763991430949016,5.5,45.751580077951715,30.25,1,1,0,0
401869955,2026,2,true,Kennesaw State,fbs,17,Georgia State,fbs,31,14,Georgia State,-7.0,-298,240,1.2188058809238775,12.781194119076122,21.0,163.35892310950607,441.0,1,0,1,1
401869955,2026,2,true,Kennesaw State,fbs,17,Georgia State,fbs,31,14,Georgia State,-7.5,-360,280,1.2188058809238775,12.781194119076122,21.5,163.35892310950607,462.25,1,0,1,1
401869955,2026,2,true,Kennesaw State,fbs,17,Georgia State,fbs,31,14,Georgia State,-7.5,,,1.2188058809238775,12.781194119076122,21.5,163.35892310950607,462.25,1,0,1,1
401871045,2026,2,true,Marshall,fbs,28,Middle Tennessee,fbs,26,-2,Marshall,-12.5,-535,400,-4.496771804484585,2.4967718044845846,10.5,6.233869443669208,110.25,1,1,1,1
401871045,2026,2,true,Marshall,fbs,28,Middle Tennessee,fbs,26,-2,Marshall,-13.0,-750,500,-4.496771804484585,2.4967718044845846,11.0,6.233869443669208,121.0,1,1,1,1
401871045,2026,2,true,Marshall,fbs,28,Middle Tennessee,fbs,26,-2,Marshall,-11.5,,,-4.496771804484585,2.4967718044845846,9.5,6.233869443669208,90.25,1,1,1,1
401858441,2026,2,true,Nebraska,fbs,56,Bowling Green,fbs,7,-49,Nebraska,-30.5,-9000,2500,-23.256458618318884,25.743541381681116,18.5,662.7299228703281,342.25,1,1,0,0
401858441,2026,2,true,Nebraska,fbs,56,Bowling Green,fbs,7,-49,Nebraska,-30.5,-10000,1600,-23.256458618318884,25.743541381681116,18.5,662.7299228703281,342.25,1,1,0,0
401858441,2026,2,true,Nebraska,fbs,56,Bowling Green,fbs,7,-49,Nebraska,-30.5,,,-23.256458618318884,25.743541381681116,18.5,662.7299228703281,342.25,1,1,0,0
401856681,2026,2,true,Georgia Tech,fbs,24,Tennessee,fbs,45,21,Tennessee,12.5,370,-485,14.963415160364306,6.036584839635694,8.5,36.440356526119494,72.25,1,1,1,1
401856681,2026,2,true,Georgia Tech,fbs,24,Tennessee,fbs,45,21,Tennessee,12.5,390,-550,14.963415160364306,6.036584839635694,8.5,36.440356526119494,72.25,1,1,1,1
401856681,2026,2,true,Georgia Tech,fbs,24,Tennessee,fbs,45,21,Tennessee,12.5,,,14.963415160364306,6.036584839635694,8.5,36.440356526119494,72.25,1,1,1,1
401862707,2026,2,true,Sam Houston,fbs,17,Tulsa,fbs,23,6,Tulsa,12.5,380,-500,10.066718768424803,4.066718768424803,6.5,16.538201541458545,42.25,1,1,1,1
401862707,2026,2,true,Sam Houston,fbs,17,Tulsa,fbs,23,6,Tulsa,11.5,425,-600,10.066718768424803,4.066718768424803,5.5,16.538201541458545,30.25,1,1,1,1
401862707,2026,2,true,Sam Houston,fbs,17,Tulsa,fbs,23,6,Tulsa,12.5,,,10.066718768424803,4.066718768424803,6.5,16.538201541458545,42.25,1,1,1,1
401858443,2026,2,true,UCLA,fbs,28,San Diego State,fbs,10,-18,UCLA,-13.5,-535,400,-7.858852008204204,10.141147991795796,4.5,102.84288259150391,20.25,1,1,0,0
401858443,2026,2,true,UCLA,fbs,28,San Diego State,fbs,10,-18,UCLA,-13.5,-490,355,-7.858852008204204,10.141147991795796,4.5,102.84288259150391,20.25,1,1,0,0
401858443,2026,2,true,UCLA,fbs,28,San Diego State,fbs,10,-18,UCLA,-13.5,,,-7.858852008204204,10.141147991795796,4.5,102.84288259150391,20.25,1,1,0,0
401858219,2026,2,true,Clemson,fbs,22,Georgia Southern,fbs,7,-15,Clemson,-19.5,-1350,800,-12.009289038841995,2.9907109611580047,4.5,8.944352053190636,20.25,1,1,1,1
401858219,2026,2,true,Clemson,fbs,22,Georgia Southern,fbs,7,-15,Clemson,-19.5,-1800,850,-12.009289038841995,2.9907109611580047,4.5,8.944352053190636,20.25,1,1,1,1
401858219,2026,2,true,Clemson,fbs,22,Georgia Southern,fbs,7,-15,Clemson,-20.5,,,-12.009289038841995,2.9907109611580047,5.5,8.944352053190636,30.25,1,1,1,1
401856788,2026,2,true,Iowa,fbs,16,Iowa State,fbs,13,-3,Iowa,-14.0,-625,455,-3.4470431376571504,0.4470431376571504,11.0,0.19984756692634995,121.0,1,1,1,1
401856788,2026,2,true,Iowa,fbs,16,Iowa State,fbs,13,-3,Iowa,-14.0,-650,450,-3.4470431376571504,0.4470431376571504,11.0,0.19984756692634995,121.0,1,1,1,1
401856788,2026,2,true,Iowa,fbs,16,Iowa State,fbs,13,-3,Iowa,-14.0,,,-3.4470431376571504,0.4470431376571504,11.0,0.19984756692634995,121.0,1,1,1,1
401856783,2026,2,true,Oregon State,fbs,24,Texas Tech,fbs,35,11,Texas Tech,25.5,1400,-3200,24.934728323239582,13.934728323239582,14.5,194.17665344249542,210.25,1,1,1,1
401856783,2026,2,true,Oregon State,fbs,24,Texas Tech,fbs,35,11,Texas Tech,25.5,1300,-5000,24.934728323239582,13.934728323239582,14.5,194.17665344249542,210.25,1,1,1,1
401856783,2026,2,true,Oregon State,fbs,24,Texas Tech,fbs,35,11,Texas Tech,25.5,,,24.934728323239582,13.934728323239582,14.5,194.17665344249542,210.25,1,1,1,1
401856682,2026,2,true,Texas,fbs,24,Ohio State,fbs,23,-1,Texas,-2.5,-142,120,2.2433816703660767,3.2433816703660767,1.5,10.519524659666642,2.25,0,1,1,0
401856682,2026,2,true,Texas,fbs,24,Ohio State,fbs,23,-1,Texas,-2.0,-110,-110,2.2433816703660767,3.2433816703660767,1.0,10.519524659666642,1.0,0,1,1,0
401856682,2026,2,true,Texas,fbs,24,Ohio State,fbs,23,-1,Texas,-2.5,,,2.2433816703660767,3.2433816703660767,1.5,10.519524659666642,2.25,0,1,1,0
401867796,2026,2,true,LSU,fbs,45,Louisiana Tech,fbs,14,-31,LSU,-34.5,-20000,3500,-27.400605685878283,3.5993943141217173,3.5,12.955639428531748,12.25,1,1,1,0
401867796,2026,2,true,LSU,fbs,45,Louisiana Tech,fbs,14,-31,LSU,-34.75,,,-27.400605685878283,3.5993943141217173,3.75,12.955639428531748,14.0625,1,1,1,1
401862703,2026,2,true,Florida Atlantic,fbs,38,Navy,fbs,30,-8,Florida Atlantic,4.0,164,-198,4.872312117276648,12.872312117276648,12.0,165.69641924458722,144.0,0,0,0,0
401862703,2026,2,true,Florida Atlantic,fbs,38,Navy,fbs,30,-8,Florida Atlantic,4.5,185,-225,4.872312117276648,12.872312117276648,12.5,165.69641924458722,156.25,0,0,0,0
401862703,2026,2,true,Florida Atlantic,fbs,38,Navy,fbs,30,-8,Florida Atlantic,4.5,,,4.872312117276648,12.872312117276648,12.5,165.69641924458722,156.25,0,0,0,0
401856671,2026,2,true,Auburn,fbs,43,Southern Miss,fbs,8,-35,Auburn,-32.5,-10000,3000,-29.735836406400914,5.264163593599086,2.5,27.711418340174045,6.25,1,1,0,0
401856671,2026,2,true,Auburn,fbs,43,Southern Miss,fbs,8,-35,Auburn,-32.75,,,-29.735836406400914,5.264163593599086,2.25,27.711418340174045,5.0625,1,1,0,0
401856676,2026,2,true,Ole Miss,fbs,41,Charlotte,fbs,9,-32,Ole Miss,-44.5,,,-44.31813387039175,12.318133870391748,12.5,151.73642204889236,156.25,1,1,1,1
401864502,2026,2,true,Air Force,fbs,32,North Dakota State,fbs,38,6,North Dakota State,1.5,105,-125,16.903903368834662,10.903903368834662,4.5,118.8951086768839,20.25,1,1,1,0
401864502,2026,2,true,Air Force,fbs,32,North Dakota State,fbs,38,6,North Dakota State,2.0,140,-165,16.903903368834662,10.903903368834662,4.0,118.8951086768839,16.0,1,1,1,0
401864502,2026,2,true,Air Force,fbs,32,North Dakota State,fbs,38,6,North Dakota State,1.5,,,16.903903368834662,10.903903368834662,4.5,118.8951086768839,20.25,1,1,1,0
401856670,2026,2,true,Utah,fbs,43,Arkansas,fbs,10,-33,Utah,-12.5,-500,380,4.349492095763848,37.34949209576385,20.5,1394.9845598115262,420.25,0,1,0,0
401856670,2026,2,true,Utah,fbs,43,Arkansas,fbs,10,-33,Utah,-12.5,-525,375,4.349492095763848,37.34949209576385,20.5,1394.9845598115262,420.25,0,1,0,0
401856670,2026,2,true,Utah,fbs,43,Arkansas,fbs,10,-33,Utah,-13.5,,,4.349492095763848,37.34949209576385,19.5,1394.9845598115262,380.25,0,1,0,0
401860883,2026,2,true,Fresno State,fbs,49,Sacramento State,fbs,3,-46,Fresno State,-17.5,-900,600,0.4960363255096141,46.496036325509614,28.5,2161.88139398311,812.25,0,1,0,0
401860883,2026,2,true,Fresno State,fbs,49,Sacramento State,fbs,3,-46,Fresno State,-18.5,-1100,650,0.4960363255096141,46.496036325509614,27.5,2161.88139398311,756.25,0,1,0,0
401860883,2026,2,true,Fresno State,fbs,49,Sacramento State,fbs,3,-46,Fresno State,-17.5,,,0.4960363255096141,46.496036325509614,28.5,2161.88139398311,812.25,0,1,0,0
401858445,2026,2,true,USC,fbs,49,Louisiana,fbs,30,-19,USC,-30.5,-5000,1800,-37.30356286319303,18.30356286319303,11.5,335.020413486859,132.25,1,1,0,0
401858445,2026,2,true,USC,fbs,49,Louisiana,fbs,30,-19,USC,-31.0,-10000,1600,-37.30356286319303,18.30356286319303,12.0,335.020413486859,144.0,1,1,0,0
401858445,2026,2,true,USC,fbs,49,Louisiana,fbs,30,-19,USC,-30.5,,,-37.30356286319303,18.30356286319303,11.5,335.020413486859,132.25,1,1,0,0
401864578,2026,2,true,Hawai'i,fbs,29,New Mexico State,fbs,19,-10,Hawai'i,-7.5,-298,240,-16.314512740064668,6.314512740064668,2.5,39.873071144439,6.25,1,1,1,0
401864578,2026,2,true,Hawai'i,fbs,29,New Mexico State,fbs,19,-10,Hawai'i,-7.5,-410,305,-16.314512740064668,6.314512740064668,2.5,39.873071144439,6.25,1,1,1,0
401864578,2026,2,true,Hawai'i,fbs,29,New Mexico State,fbs,19,-10,Hawai'i,-7.5,,,-16.314512740064668,6.314512740064668,2.5,39.873071144439,6.25,1,1,1,0
401858225,2026,3,true,Pittsburgh,fbs,27,Syracuse,fbs,13,-14,Pittsburgh,-10.5,-425,330,-5.804283861187246,8.195716138812754,3.5,67.16976302799584,12.25,1,1,0,0
401858225,2026,3,true,Pittsburgh,fbs,27,Syracuse,fbs,13,-14,Pittsburgh,-11.0,-450,335,-5.804283861187246,8.195716138812754,3.0,67.16976302799584,9.0,1,1,0,0
401858225,2026,3,true,Pittsburgh,fbs,27,Syracuse,fbs,13,-14,Pittsburgh,-10.5,,,-5.804283861187246,8.195716138812754,3.5,67.16976302799584,12.25,1,1,0,0
401858226,2026,3,true,Wake Forest,fbs,20,Miami,fbs,33,13,Miami,20.5,900,-1600,20.482722605842397,7.4827226058423975,7.5,55.99113759598484,56.25,1,1,1,1
401858226,2026,3,true,Wake Forest,fbs,20,Miami,fbs,33,13,Miami,20.0,900,-1900,20.482722605842397,7.4827226058423975,7.0,55.99113759598484,49.0,1,1,0,0
401858226,2026,3,true,Wake Forest,fbs,20,Miami,fbs,33,13,Miami,20.5,,,20.482722605842397,7.4827226058423975,7.5,55.99113759598484,56.25,1,1,1,1
401856811,2026,3,true,Texas Tech,fbs,28,Houston,fbs,26,-2,Texas Tech,-7.5,-310,250,-7.673532882996961,5.673532882996961,5.5,32.18897537444781,30.25,1,1,0,0
