# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = CFBVoP_WinProb_model
# start_datetime = 2026-09-17 19:01:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 2500
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/mn/cz5gy25n1yg1r_ksn1lp_81r0000gn/T/tmpupieconm/sapj88b0.json
# init = 2 (Default)
# random
#   seed = 802
# output
#   file = /var/folders/mn/cz5gy25n1yg1r_ksn1lp_81r0000gn/T/tmpupieconm/CFBVoP_WinProbfx96ckxl/CFBVoP_WinProb-20260917150155_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --filename-in-msg=CFBVoP_WinProb.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_score
-1226.4018,0.88676266,0.5306553,3,7,0,1227.5023,0.20432082,0.079349618
-1227.178,0.96978379,0.5306553,2,7,0,1227.8876,0.25906493,0.068556937
-1226.5237,0.99238039,0.5306553,2,7,0,1227.9152,0.20925829,0.079815981
-1226.705,0.99362678,0.5306553,2,7,0,1227.1736,0.23916506,0.071241749
-1226.4205,0.99118456,0.5306553,3,7,0,1226.8499,0.210697,0.078940799
-1226.3829,0.99583229,0.5306553,2,7,0,1226.8916,0.17792838,0.080860025
-1227.1491,0.97372695,0.5306553,2,7,0,1227.3657,0.09577323,0.08361691
-1226.5209,1,0.5306553,2,3,0,1227.304,0.17817445,0.081927125
-1226.331,1,0.5306553,2,3,0,1226.5107,0.17380125,0.077689844
-1226.5549,0.95731933,0.5306553,2,7,0,1227.39,0.15705284,0.082914929
-1227.0269,0.93549526,0.5306553,2,7,0,1227.5566,0.1039678,0.082672872
-1228.0265,0.78039257,0.5306553,2,3,0,1228.2689,0.18005623,0.087241176
-1226.3334,0.94518626,0.5306553,2,3,0,1228.5252,0.18600725,0.079970204
-1226.416,0.99097542,0.5306553,2,7,0,1226.4604,0.17808219,0.076320776
-1226.3428,0.97620155,0.5306553,2,7,0,1226.8295,0.17731688,0.080444219
-1226.5796,0.99338209,0.5306553,2,7,0,1226.7973,0.24036823,0.072097977
-1226.6098,0.99894891,0.5306553,1,1,0,1226.6243,0.24322311,0.071858064
-1226.3872,0.99815557,0.5306553,2,7,0,1226.9059,0.17051387,0.081138642
-1228.0011,0.81752868,0.5306553,2,5,0,1229.7933,0.24921341,0.066312296
-1227.0628,1,0.5306553,2,3,0,1227.8418,0.2858252,0.072891361
-1227.3378,0.95467314,0.5306553,1,1,0,1227.3822,0.29807856,0.07269949
-1227.3834,0.98957809,0.5306553,3,9,0,1228.1982,0.084619028,0.08394387
-1226.7849,1,0.5306553,2,3,0,1227.4484,0.16211236,0.084132644
-1226.6008,0.94101896,0.5306553,2,3,0,1227.3337,0.17435943,0.08260607
-1228.4265,0.68374019,0.5306553,1,3,0,1228.5556,0.21814476,0.085441644
-1226.9114,0.99351708,0.5306553,2,7,0,1228.2531,0.11812727,0.080543157
-1227.9301,0.79050566,0.5306553,1,3,0,1228.4502,0.12072362,0.075790842
-1228.7357,0.93949941,0.5306553,2,7,0,1230.1395,0.34298755,0.071940874
-1227.781,0.99640666,0.5306553,2,3,0,1228.8901,0.31850988,0.066881358
-1227.8473,0.98725532,0.5306553,2,3,0,1228.1202,0.31195229,0.065974509
-1228.9324,0.60216096,0.5306553,2,3,0,1229.9837,0.33310586,0.074341587
-1227.8437,0.87427349,0.5306553,2,3,0,1230.1136,0.24478481,0.066901193
-1226.833,0.94620783,0.5306553,2,3,0,1228.2404,0.26781907,0.070639858
-1226.5156,0.98902526,0.5306553,2,7,0,1227.5354,0.1448866,0.082377572
-1226.6679,0.99190609,0.5306553,2,3,0,1226.6899,0.13670078,0.083807323
-1226.9821,0.95275586,0.5306553,3,7,0,1227.3088,0.26039984,0.0694533
-1226.4281,1,0.5306553,2,7,0,1227.1169,0.23246987,0.076394707
-1230.2763,0.45094425,0.5306553,2,5,0,1233.0729,0.1953027,0.090736916
-1229.5006,0.98724713,0.5306553,3,7,0,1232.1483,0.12887192,0.093346398
-1228.3976,0.83175368,0.5306553,3,7,0,1231.6278,0.13706208,0.072993797
-1226.6414,0.99641883,0.5306553,3,7,0,1230.3561,0.133065,0.083308473
-1228.9752,0.71998974,0.5306553,2,3,0,1229.4966,0.15404494,0.090961096
-1229.18,0.99538712,0.5306553,2,3,0,1229.5392,0.043039356,0.082239229
-1226.3403,0.9701782,0.5306553,2,7,0,1230.2531,0.21227821,0.077973018
-1226.4151,0.85358324,0.5306553,2,3,0,1227.3401,0.18176145,0.075995555
-1226.5274,0.99984485,0.5306553,3,7,0,1226.5567,0.24316895,0.07586803
-1227.5411,0.89975044,0.5306553,2,3,0,1228.2743,0.30108837,0.067171816
-1226.7303,0.9412808,0.5306553,2,3,0,1227.9626,0.23580368,0.071176261
-1229.4309,0.73471212,0.5306553,3,7,0,1229.7805,0.15768446,0.091671093
-1226.5519,0.99214383,0.5306553,2,7,0,1229.9225,0.14928067,0.082939887
-1227.0471,0.94434694,0.5306553,2,3,0,1227.1061,0.11142919,0.0806922
-1226.6548,1,0.5306553,2,3,0,1227.1065,0.13513907,0.08361342
-1226.8418,0.87028249,0.5306553,2,7,0,1228.349,0.24494645,0.077980551
-1227.2531,0.99584417,0.5306553,3,7,0,1227.7608,0.29487952,0.068887392
-1226.6095,0.94011169,0.5306553,2,7,0,1230.2921,0.13145792,0.081797578
-1226.8564,0.84606207,0.5306553,2,7,0,1228.2981,0.27454346,0.07316958
-1226.8771,1,0.5306553,2,3,0,1226.9735,0.25161063,0.070080735
-1226.2722,0.97272092,0.5306553,2,7,0,1227.4849,0.18705292,0.077237674
-1227.0333,0.84018803,0.5306553,2,3,0,1227.1861,0.1486996,0.075864686
-1228.4046,0.89140658,0.5306553,2,7,0,1229.2368,0.30923058,0.0760281
-1228.1574,1,0.5306553,1,1,0,1228.7419,0.29903431,0.076574502
-1226.2491,0.96189478,0.5306553,2,5,0,1228.6299,0.19264292,0.077808702
-1226.8922,0.9003905,0.5306553,3,15,0,1227.6455,0.20153351,0.072081156
-1227.316,0.88836114,0.5306553,1,1,0,1227.4031,0.19570625,0.071028924
-1226.5912,1,0.5306553,2,3,0,1227.2981,0.21063379,0.080105439
-1227.9771,0.965764,0.5306553,2,7,0,1228.339,0.056767763,0.086566175
-1227.0354,1,0.5306553,3,7,0,1228.0057,0.14524622,0.085901064
-1226.4898,0.89650883,0.5306553,2,7,0,1228.0984,0.21139815,0.073503266
-1226.9339,0.96772364,0.5306553,2,3,0,1227.1936,0.28138812,0.071851354
-1227.0712,0.9246718,0.5306553,3,7,0,1227.8578,0.15586474,0.085653672
-1227.1508,0.97550913,0.5306553,2,7,0,1229.2088,0.22581703,0.069807357
-1226.6525,0.99437951,0.5306553,2,7,0,1227.9082,0.19005938,0.081983389
-1226.2996,1,0.5306553,2,7,0,1226.7448,0.1948339,0.079013674
-1226.5794,0.91357277,0.5306553,1,3,0,1226.7901,0.17008081,0.075936726
-1226.6404,0.99637862,0.5306553,2,3,0,1226.7047,0.19957437,0.081256338
-1227.3819,0.87317365,0.5306553,2,7,0,1228.6485,0.12288718,0.087909926
-1226.8175,0.98018802,0.5306553,2,3,0,1227.7804,0.13956595,0.077928452
-1226.859,0.9919358,0.5306553,2,7,0,1228.5021,0.27654833,0.071970215
-1226.4719,0.81324582,0.5306553,2,3,0,1228.1555,0.20299734,0.074065802
-1227.9721,0.94931773,0.5306553,4,15,0,1228.0151,0.059494877,0.085282259
-1228.9743,0.81671482,0.5306553,1,1,0,1229.0135,0.033001215,0.085001234
-1233.9152,0.64604802,0.5306553,2,3,0,1234.2777,-0.002272483,0.078392679
-1236.9062,0.79980994,0.5306553,2,3,0,1238.3215,-0.017420022,0.076190375
-1229.9168,1,0.5306553,1,1,0,1235.0818,0.044623585,0.079885295
-1228.9658,0.96218486,0.5306553,2,7,0,1231.2433,0.29458241,0.079390141
-1227.0332,1,0.5306553,1,3,0,1228.7294,0.27862477,0.074249262
-1227.1798,0.93515228,0.5306553,2,3,0,1227.9126,0.26155859,0.068507412
-1227.1725,0.98593718,0.5306553,3,7,0,1227.4066,0.24434329,0.068969154
-1228.3782,0.77992402,0.5306553,2,7,0,1229.782,0.228468,0.084483636
-1226.8673,0.87328782,0.5306553,2,3,0,1229.8543,0.14999915,0.084973493
-1226.8673,0.87497413,0.5306553,1,1,0,1227.2757,0.14999915,0.084973493
-1228.7075,0.9703929,0.5306553,2,5,0,1229.3014,0.03358768,0.091113927
-1228.8224,0.96609119,0.5306553,2,3,0,1229.2877,0.068942235,0.093459922
-1227.2991,0.95868338,0.5306553,4,15,0,1230.3681,0.18086354,0.085132508
-1226.6491,0.97284502,0.5306553,1,3,0,1227.6274,0.12855751,0.082679907
-1226.3328,0.99439249,0.5306553,4,15,0,1227.1264,0.22345721,0.075033216
-1226.6929,0.90338354,0.5306553,2,3,0,1226.8131,0.23849488,0.077885993
-1227.908,0.72695071,0.5306553,1,1,0,1227.9173,0.25918165,0.080432523
-1226.554,0.99208541,0.5306553,2,7,0,1228.3786,0.25253483,0.073591105
-1226.4164,0.80362659,0.5306553,2,5,0,1227.8506,0.15673831,0.078946528
-1226.4366,0.98497702,0.5306553,2,7,0,1226.6543,0.2316475,0.076641615
-1227.9126,0.79923176,0.5306553,2,7,0,1228.6508,0.11075822,0.076952948
-1226.5271,1,0.5306553,2,5,0,1228.175,0.23398954,0.077244409
-1226.9698,0.96293907,0.5306553,2,7,0,1227.1867,0.26352734,0.076295729
-1228.5844,0.57965576,0.5306553,1,3,0,1230.4079,0.17638717,0.069354071
-1226.6842,1,0.5306553,2,3,0,1228.1293,0.19175006,0.073617646
-1226.5563,0.97684333,0.5306553,2,7,0,1227.6426,0.13977184,0.082612107
-1226.8562,0.95997782,0.5306553,2,3,0,1227.0936,0.11944029,0.084826287
-1226.8552,0.98767126,0.5306553,4,15,0,1227.7116,0.26735635,0.070406024
-1226.9867,0.94369421,0.5306553,2,3,0,1227.117,0.28302499,0.07260826
-1227.3086,0.94129156,0.5306553,1,1,0,1227.3287,0.29705283,0.072673047
-1228.247,0.78512365,0.5306553,1,1,0,1228.2681,0.31693116,0.07434068
-1226.9962,1,0.5306553,2,3,0,1228.1164,0.28285557,0.070327328
-1227.1361,0.99305963,0.5306553,1,1,0,1227.1369,0.29130947,0.069793776
-1226.81,0.89101983,0.5306553,2,7,0,1228.7373,0.163282,0.075386306
-1226.4206,0.99222594,0.5306553,2,7,0,1227.6163,0.15254483,0.081211248
-1226.7229,0.95094506,0.5306553,3,7,0,1226.8124,0.12650294,0.080800026
-1227.257,0.98557194,0.5306553,2,3,0,1227.3431,0.12319487,0.087374801
-1227.0808,0.99382115,0.5306553,2,3,0,1227.5481,0.099721913,0.083317187
-1227.1607,0.92309939,0.5306553,3,7,0,1227.792,0.2382257,0.080108418
-1226.8238,0.98524815,0.5306553,2,5,0,1227.8787,0.25988435,0.070416409
-1226.4234,0.97990714,0.5306553,2,3,0,1226.987,0.23386246,0.076072823
-1226.3232,1,0.5306553,2,3,0,1226.4338,0.19758423,0.075656433
-1228.9012,0.93423797,0.5306553,2,7,0,1229.5681,0.043753959,0.093268092
-1227.978,0.99683497,0.5306553,2,3,0,1228.993,0.056435255,0.087610335
-1227.1048,1,0.5306553,2,3,0,1227.923,0.1088702,0.086400348
-1228.445,0.92950135,0.5306553,4,15,0,1228.7493,0.35000961,0.06670391
-1226.6731,0.99179918,0.5306553,2,7,0,1229.244,0.21191766,0.072430358
-1227.9221,0.70144599,0.5306553,1,1,0,1227.923,0.1907602,0.069763443
-1226.7013,1,0.5306553,3,15,0,1227.7969,0.15881353,0.083817641
-1226.3163,0.99182088,0.5306553,2,7,0,1227.0455,0.16725887,0.079605072
-1226.3081,0.99099786,0.5306553,1,3,0,1226.4224,0.17448559,0.078000725
-1226.2805,0.98376489,0.5306553,2,7,0,1226.4485,0.19729915,0.076276876
-1226.35,0.82064792,0.5306553,2,3,0,1227.5054,0.22683569,0.074857809
-1226.4459,0.74062606,0.5306553,2,7,0,1228.153,0.1676438,0.081785319
-1227.3064,0.92706938,0.5306553,2,5,0,1229.0089,0.25778558,0.068083826
-1228.7261,0.96391522,0.5306553,3,7,0,1229.1159,0.35979682,0.066327119
-1228.5798,0.98015214,0.5306553,2,3,0,1229.7794,0.33054758,0.063417247
-1227.9682,0.92408605,0.5306553,4,15,0,1229.18,0.067074989,0.089776091
-1229.1215,0.82132065,0.5306553,3,7,0,1229.5127,0.027624425,0.085449816
-1229.1096,0.98408177,0.5306553,2,3,0,1229.6,0.033063912,0.084324223
-1228.7143,0.99448147,0.5306553,2,3,0,1229.8395,0.053853128,0.092873077
-1228.7308,0.94909685,0.5306553,3,7,0,1229.4952,0.067815261,0.09316243
-1227.7677,0.95056078,0.5306553,2,3,0,1229.2,0.097767988,0.089709249
-1226.7041,0.94684268,0.5306553,3,7,0,1230.7795,0.16239779,0.083703863
-1226.642,0.62911505,0.5306553,2,3,0,1230.2499,0.19941202,0.073308772
-1226.5955,1,0.5306553,2,3,0,1226.6523,0.23358576,0.077825196
-1227.05,0.95440406,0.5306553,2,7,0,1227.8339,0.28749267,0.070439835
-1227.7729,0.85579453,0.5306553,2,3,0,1227.901,0.30890562,0.073488975
-1227.1775,1,0.5306553,2,7,0,1228.0869,0.14930141,0.075251011
-1230.1095,0.43013503,0.5306553,1,1,0,1230.1306,0.11081414,0.072101733
-1226.2994,0.99029697,0.5306553,1,3,0,1229.9282,0.17931237,0.079747345
-1226.6422,0.97050399,0.5306553,2,7,0,1227.4223,0.25988578,0.072641673
-1227.7,0.77673797,0.5306553,2,3,0,1227.9046,0.28569212,0.076691491
-1227.1335,0.99462075,0.5306553,3,7,0,1227.8438,0.26017247,0.068728258
