# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = CFBVoP_WinProb_model
# start_datetime = 2026-09-17 19:01:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 2500
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/mn/cz5gy25n1yg1r_ksn1lp_81r0000gn/T/tmpupieconm/sapj88b0.json
# init = 2 (Default)
# random
#   seed = 802
# output
#   file = /var/folders/mn/cz5gy25n1yg1r_ksn1lp_81r0000gn/T/tmpupieconm/CFBVoP_WinProbfx96ckxl/CFBVoP_WinProb-20260917150155_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --filename-in-msg=CFBVoP_WinProb.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_score
# Adaptation terminated
# Step size = 0.530655
# Diagonal elements of inverse mass matrix:
# 0.0050086, 4.71882e-05
-1227.1019,0.93203449,0.5306553,1,3,0,1228.3063,0.13619458,0.08644393
-1226.8972,0.97151954,0.5306553,2,3,0,1227.4806,0.11213425,0.082132263
-1226.5854,0.91682574,0.5306553,2,7,0,1228.2348,0.18633394,0.081859174
-1226.8771,0.86434594,0.5306553,2,3,0,1227.785,0.2011392,0.082229493
-1226.5423,0.9288602,0.5306553,2,3,0,1227.563,0.17680242,0.08213281
-1226.3932,1,0.5306553,1,1,0,1226.5062,0.16927254,0.081229583
-1226.4012,0.99326912,0.5306553,2,3,0,1226.4594,0.153685,0.080672625
-1226.4235,0.98711786,0.5306553,2,3,0,1226.5073,0.15156972,0.079996108
-1226.2791,0.99714654,0.5306553,3,7,0,1226.5616,0.18801409,0.076997874
-1227.2368,0.95414925,0.5306553,2,7,0,1228.0699,0.29889439,0.070454199
-1226.5954,0.92376617,0.5306553,2,3,0,1227.8187,0.21685411,0.072600365
-1227.2838,0.90448642,0.5306553,2,7,0,1228.2324,0.15938874,0.073945082
-1226.2849,1,0.5306553,2,3,0,1227.2204,0.17618259,0.078365525
-1226.4661,0.96731004,0.5306553,3,7,0,1226.7264,0.17151486,0.076559237
-1228.7418,0.84625301,0.5306553,2,7,0,1230.289,0.34750289,0.071069906
-1228.7418,0.80552153,0.5306553,1,1,0,1229.5316,0.34750289,0.071069906
-1228.1421,0.99006,0.5306553,2,3,0,1229.1422,0.23413503,0.066670978
-1228.2537,0.99086925,0.5306553,2,3,0,1228.5586,0.31123272,0.075224518
-1227.5399,0.97907975,0.5306553,2,3,0,1228.5453,0.21287411,0.069318914
-1226.3311,0.99886146,0.5306553,2,7,0,1227.5966,0.20893694,0.07820983
-1226.7467,0.83892069,0.5306553,3,9,0,1227.8193,0.12182342,0.0835393
-1226.3656,0.9958854,0.5306553,4,15,0,1226.8988,0.22605852,0.076467299
-1226.746,0.93396594,0.5306553,2,7,0,1227.3215,0.22915396,0.071305776
-1226.5153,1,0.5306553,2,7,0,1226.892,0.19582942,0.080817496
-1227.0162,0.95658714,0.5306553,2,3,0,1227.096,0.17105482,0.073857315
-1227.0136,1,0.5306553,2,3,0,1227.2404,0.20695746,0.082322609
-1227.9104,0.80309343,0.5306553,1,1,0,1227.9951,0.2132956,0.084575645
-1227.3267,0.99612264,0.5306553,3,7,0,1228.5326,0.085775925,0.085722853
-1227.0036,0.92679025,0.5306553,1,3,0,1228.4717,0.11465492,0.080435482
-1228.4284,0.67903544,0.5306553,1,1,0,1228.432,0.0875164,0.078216678
-1226.89,0.9926088,0.5306553,2,7,0,1229.2424,0.1526174,0.076076069
-1229.005,0.98063855,0.5306553,2,7,0,1229.6224,0.36750953,0.067215403
-1227.2032,0.84910773,0.5306553,2,5,0,1231.0518,0.12799767,0.077460211
-1228.4333,0.96105007,0.5306553,2,5,0,1230.1875,0.051919135,0.091442766
-1227.7715,0.91071121,0.5306553,2,3,0,1228.9612,0.11381917,0.089540047
-1227.0461,0.89218282,0.5306553,2,7,0,1229.3055,0.10933749,0.081103892
-1226.6598,0.9116983,0.5306553,2,7,0,1228.3383,0.18674644,0.082232417
-1226.6598,0.69139539,0.5306553,1,3,0,1228.1676,0.18674644,0.082232417
-1226.8941,0.99619214,0.5306553,2,7,0,1227.2372,0.2341615,0.07043555
-1226.6163,1,0.5306553,3,7,0,1226.9349,0.15391185,0.077420223
-1227.4896,0.98614152,0.5306553,3,7,0,1228.1216,0.079587828,0.086992237
-1226.7591,0.93928899,0.5306553,3,7,0,1227.9305,0.13034788,0.084445977
-1226.9075,0.96990491,0.5306553,2,7,0,1228.1287,0.27048258,0.070108878
-1226.8507,0.93026789,0.5306553,3,7,0,1227.3839,0.1135028,0.082658943
-1227.6013,0.66709717,0.5306553,2,7,0,1229.7418,0.15149049,0.073690908
-1227.8465,0.75837003,0.5306553,2,3,0,1230.5518,0.16567508,0.087642519
-1228.3461,0.89172449,0.5306553,1,1,0,1228.5417,0.1699223,0.088645848
-1229.0507,0.98928013,0.5306553,3,15,0,1229.3838,0.34938203,0.072105077
-1226.4836,0.99898563,0.5306553,2,7,0,1229.1071,0.22566648,0.073038924
-1226.4615,0.94242872,0.5306553,2,3,0,1226.8759,0.20398748,0.07408038
-1226.3464,1,0.5306553,2,7,0,1226.4506,0.21513228,0.077726369
-1226.4819,0.93048444,0.5306553,2,3,0,1226.9923,0.23601794,0.072999935
-1229.0426,0.87956346,0.5306553,3,7,0,1230.8789,0.36755353,0.064200276
-1229.533,0.78767005,0.5306553,2,3,0,1230.3988,0.31591317,0.060838945
-1229.7651,0.91185897,0.5306553,1,1,0,1230.1289,0.30834813,0.060530708
-1229.9073,0.91632132,0.5306553,2,3,0,1230.6665,0.37060761,0.071499102
-1228.2025,1,0.5306553,1,1,0,1229.5024,0.33825037,0.069638899
-1228.2735,1,0.5306553,1,1,0,1228.439,0.34174323,0.06915447
-1229.2382,1,0.5306553,2,3,0,1229.564,0.3571046,0.061910731
-1228.7177,0.97182629,0.5306553,2,3,0,1229.4672,0.35912331,0.065805745
-1227.6075,1,0.5306553,2,3,0,1229.0409,0.2943458,0.066622904
-1228.1518,0.91307591,0.5306553,4,15,0,1229.1845,0.10465477,0.090973623
-1226.8924,0.93233181,0.5306553,3,7,0,1229.8873,0.22129355,0.080637924
-1226.7758,0.9689955,0.5306553,2,5,0,1227.9755,0.1251838,0.084366445
-1226.3001,0.90425874,0.5306553,2,7,0,1227.3329,0.17156645,0.078781135
-1226.3124,0.98983176,0.5306553,2,7,0,1226.5789,0.2122448,0.075182492
-1226.3662,0.99023108,0.5306553,3,7,0,1226.772,0.21902374,0.074320923
-1226.3167,0.98467957,0.5306553,3,7,0,1226.9318,0.18276249,0.076899527
-1226.3167,0.64269849,0.5306553,1,3,0,1228.255,0.18276249,0.076899527
-1226.2613,0.99434422,0.5306553,1,3,0,1226.3537,0.19786182,0.078050653
-1226.9131,0.46500127,0.5306553,2,3,0,1232.0245,0.14555429,0.08532639
-1227.6681,0.95692314,0.5306553,3,7,0,1227.6717,0.079037656,0.08267653
-1227.6681,0.53241333,0.5306553,2,3,0,1230.0874,0.079037656,0.08267653
-1226.9611,0.95246447,0.5306553,2,7,0,1231.2778,0.15615266,0.075415926
-1226.3475,1,0.5306553,1,3,0,1227.0724,0.16173014,0.079608253
-1226.6462,0.94349129,0.5306553,2,3,0,1226.7055,0.15257809,0.07738046
-1226.295,0.99568124,0.5306553,2,7,0,1226.748,0.21348907,0.077034388
-1226.3563,0.99620338,0.5306553,2,7,0,1226.5922,0.16010838,0.079827601
-1226.7767,0.92247785,0.5306553,4,15,0,1227.95,0.26375226,0.070951797
-1226.9216,0.88989995,0.5306553,1,3,0,1227.5657,0.21629619,0.071117656
-1227.7018,0.9127805,0.5306553,3,7,0,1228.5796,0.069743128,0.084956038
-1227.4816,1,0.5306553,1,1,0,1227.7159,0.078627615,0.084840758
-1227.2211,1,0.5306553,2,3,0,1227.7154,0.12865632,0.087128452
-1226.5339,1,0.5306553,2,3,0,1227.205,0.14050862,0.082268765
-1226.6805,0.94709688,0.5306553,2,7,0,1228.36,0.2621419,0.073798363
-1226.4682,0.97186572,0.5306553,3,7,0,1226.8631,0.24275419,0.074873092
-1227.5344,0.81514281,0.5306553,2,3,0,1228.0799,0.30555885,0.072625134
-1228.3543,0.94349357,0.5306553,2,3,0,1228.4318,0.25529968,0.06521887
-1227.4341,0.98753164,0.5306553,2,7,0,1230.4012,0.19898362,0.084331952
-1226.5439,0.97511685,0.5306553,2,7,0,1227.849,0.13793256,0.081979881
-1226.3282,0.99981511,0.5306553,3,7,0,1226.606,0.17029681,0.08030739
-1226.7908,0.97233772,0.5306553,2,3,0,1226.8752,0.11790812,0.082251063
-1226.2992,0.98351539,0.5306553,2,7,0,1228.1736,0.17466789,0.078179187
-1226.9539,0.82307075,0.5306553,2,5,0,1227.6642,0.19377917,0.072356574
-1226.5192,0.94656022,0.5306553,2,3,0,1227.3511,0.24421772,0.07283221
-1226.8285,0.98275856,0.5306553,1,3,0,1227.0467,0.27117762,0.07100716
-1229.8578,0.88914893,0.5306553,2,3,0,1230.4189,0.37195197,0.060347656
-1227.0552,0.95983075,0.5306553,3,7,0,1232.9062,0.25836677,0.069107305
-1227.1737,0.9986389,0.5306553,2,3,0,1227.2731,0.2945739,0.071607669
-1226.2709,0.99846918,0.5306553,4,15,0,1227.5284,0.17908845,0.078836285
-1226.285,0.99475103,0.5306553,2,7,0,1226.4013,0.21261265,0.076869094
-1226.4267,0.99215833,0.5306553,4,15,0,1226.6532,0.1506113,0.08024957
-1226.4345,1,0.5306553,3,7,0,1226.452,0.14925101,0.08083463
-1226.9989,0.94475654,0.5306553,2,7,0,1228.8679,0.28542851,0.071243926
-1226.854,0.95163283,0.5306553,1,3,0,1227.5238,0.26768684,0.074788377
-1226.4863,0.95548322,0.5306553,2,7,0,1228.3718,0.15435101,0.082320696
-1227.4782,0.81247593,0.5306553,2,7,0,1228.5794,0.18710217,0.071157386
-1228.6173,0.98797132,0.5306553,2,3,0,1229.2964,0.34200093,0.071568104
-1227.2571,0.98624618,0.5306553,2,7,0,1231.4826,0.11862284,0.07840214
-1228.3989,0.92717706,0.5306553,3,7,0,1229.0596,0.066129093,0.081339985
-1226.6838,0.99430156,0.5306553,2,7,0,1229.757,0.2451228,0.076994302
-1227.8824,0.79225048,0.5306553,1,3,0,1228.112,0.25182011,0.081100736
-1226.8741,0.85416871,0.5306553,2,3,0,1229.4611,0.16637959,0.074820617
-1227.1373,0.99469315,0.5306553,2,7,0,1227.5268,0.27346707,0.075814966
-1226.3917,0.99752866,0.5306553,2,7,0,1227.7233,0.16021169,0.078740428
-1227.0631,0.81287607,0.5306553,1,3,0,1227.5196,0.19731305,0.083227546
-1227.3012,0.9996524,0.5306553,2,7,0,1227.6961,0.22745361,0.069235761
-1226.6183,0.85850522,0.5306553,2,3,0,1228.0965,0.24716373,0.076173823
-1226.5684,0.9982814,0.5306553,2,7,0,1226.8018,0.1519463,0.078017257
-1226.4961,0.99881411,0.5306553,2,7,0,1226.6459,0.20812655,0.079732489
-1227.4411,0.76633077,0.5306553,2,3,0,1228.6515,0.23880531,0.081030606
-1227.8909,1,0.5306553,2,3,0,1228.2913,0.24199463,0.066902357
-1226.4523,0.99661682,0.5306553,2,7,0,1228.3095,0.23921398,0.07358547
-1227.926,0.84348327,0.5306553,2,7,0,1229.1119,0.25772097,0.066173548
-1227.3846,1,0.5306553,2,3,0,1227.8959,0.30082838,0.072462205
-1227.3409,0.99853019,0.5306553,2,3,0,1227.7631,0.30011458,0.068643461
-1226.4012,0.992432,0.5306553,2,5,0,1227.6069,0.23540423,0.074987457
-1226.614,0.93430502,0.5306553,2,3,0,1226.961,0.23995541,0.071829466
-1226.8726,0.99154547,0.5306553,2,3,0,1226.8805,0.27652738,0.072746962
-1226.3671,1,0.5306553,2,3,0,1226.895,0.21939135,0.074304518
-1226.543,0.84516084,0.5306553,2,7,0,1227.6099,0.14293664,0.082654557
-1226.378,0.9822726,0.5306553,4,15,0,1227.3277,0.17367368,0.080958588
-1226.2908,0.91981721,0.5306553,2,7,0,1226.9172,0.21042312,0.075617197
-1226.7931,0.68059254,0.5306553,2,3,0,1228.8523,0.26554834,0.074607529
-1226.885,0.96332214,0.5306553,1,3,0,1227.3615,0.25644865,0.070001938
-1226.9954,0.79727824,0.5306553,2,7,0,1229.6751,0.12794504,0.078453012
-1226.3258,1,0.5306553,2,3,0,1226.9291,0.18269998,0.080035121
-1226.801,0.97372882,0.5306553,2,7,0,1227.6277,0.25067756,0.070521206
